data.regionid,data.dnoregion,data.shortname,data.data.from,data.data.to,data.data.intensity.forecast,data.data.intensity.index,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2,SP Distribution,South Scotland,2020-01-08T21:30Z,2020-01-08T22:00Z,36,very low,1.1,0,9.6,3.3,0,60.6,0,0,25.4
2,SP Distribution,South Scotland,2020-01-08T22:00Z,2020-01-08T22:30Z,30,very low,1.2,0,7.7,4,0,63.7,0,0,23.4
2,SP Distribution,South Scotland,2020-01-08T22:30Z,2020-01-08T23:00Z,25,very low,1.4,0,6.5,3.6,0,66.8,0,0,21.7
2,SP Distribution,South Scotland,2020-01-08T23:00Z,2020-01-08T23:30Z,19,very low,1.5,0,4.9,3.7,0,69.9,0,0,20
2,SP Distribution,South Scotland,2020-01-08T23:30Z,2020-01-09T00:00Z,21,very low,1.6,0,3.5,2.2,1.1,72.1,0,0,19.5
2,SP Distribution,South Scotland,2020-01-09T00:00Z,2020-01-09T00:30Z,24,very low,1.8,0,3.7,0.6,1.4,73.2,0,0,19.3
2,SP Distribution,South Scotland,2020-01-09T00:30Z,2020-01-09T01:00Z,29,very low,1.8,0,3.8,0.5,2.3,71,0,0,20.6
2,SP Distribution,South Scotland,2020-01-09T01:00Z,2020-01-09T01:30Z,27,very low,1.7,0,4.8,0.6,1.9,69.9,0,0,21.1
2,SP Distribution,South Scotland,2020-01-09T01:30Z,2020-01-09T02:00Z,27,very low,1.9,0,5,0.6,0.9,70.7,0,0,20.9
2,SP Distribution,South Scotland,2020-01-09T02:00Z,2020-01-09T02:30Z,25,very low,1.9,0,5.3,0.6,0.6,70.3,0,0,21.3
2,SP Distribution,South Scotland,2020-01-09T02:30Z,2020-01-09T03:00Z,33,very low,3.5,0,7.1,2.2,0,60.7,0,0,26.5
2,SP Distribution,South Scotland,2020-01-09T03:00Z,2020-01-09T03:30Z,38,very low,3.6,0,8.7,2.4,0,58.3,0,0,27
2,SP Distribution,South Scotland,2020-01-09T03:30Z,2020-01-09T04:00Z,42,very low,3.4,0,9.5,2.4,0,56.3,0,0,28.4
2,SP Distribution,South Scotland,2020-01-09T04:00Z,2020-01-09T04:30Z,46,very low,3.1,0,10.8,2.3,0,53.2,0,0,30.6
2,SP Distribution,South Scotland,2020-01-09T04:30Z,2020-01-09T05:00Z,43,very low,3.4,0,10.3,2.4,0,51.3,0,0,32.6
2,SP Distribution,South Scotland,2020-01-09T05:00Z,2020-01-09T05:30Z,44,very low,3.1,0,9.9,2.3,0,49.9,0,0,34.8
2,SP Distribution,South Scotland,2020-01-09T05:30Z,2020-01-09T06:00Z,49,very low,2.5,0,9.4,2.1,2,46.4,0,0,37.6
2,SP Distribution,South Scotland,2020-01-09T06:00Z,2020-01-09T06:30Z,47,very low,2.7,0,9.6,2.2,1.5,44.8,0,0,39.2
2,SP Distribution,South Scotland,2020-01-09T06:30Z,2020-01-09T07:00Z,45,very low,2.5,0,9.4,2.2,1.6,43.3,0,0,41
2,SP Distribution,South Scotland,2020-01-09T07:00Z,2020-01-09T07:30Z,39,very low,2.2,0,9.4,2.2,0,43.6,0,0,42.6
2,SP Distribution,South Scotland,2020-01-09T07:30Z,2020-01-09T08:00Z,39,very low,2.1,0,9.5,2.1,0,43.3,0,0,43
2,SP Distribution,South Scotland,2020-01-09T08:00Z,2020-01-09T08:30Z,38,very low,2,0,9.4,2.1,0,43,0,0,43.5
2,SP Distribution,South Scotland,2020-01-09T08:30Z,2020-01-09T09:00Z,35,very low,2,0,8.9,1.9,0,43.5,0,0,43.7
2,SP Distribution,South Scotland,2020-01-09T09:00Z,2020-01-09T09:30Z,29,very low,2,0,7.1,1.6,0,45.7,0,0.1,43.5
2,SP Distribution,South Scotland,2020-01-09T09:30Z,2020-01-09T10:00Z,28,very low,2,0,6.6,1.4,0,46.6,0,0.1,43.3
2,SP Distribution,South Scotland,2020-01-09T10:00Z,2020-01-09T10:30Z,28,very low,2,0,6.6,1.4,0,47.4,0,0.1,42.5
2,SP Distribution,South Scotland,2020-01-09T10:30Z,2020-01-09T11:00Z,28,very low,2.1,0,6.7,1.5,0,48.2,0,0.2,41.3
2,SP Distribution,South Scotland,2020-01-09T11:00Z,2020-01-09T11:30Z,30,very low,2.1,0,6.8,1.5,0,50.1,0,0.3,39.2
2,SP Distribution,South Scotland,2020-01-09T11:30Z,2020-01-09T12:00Z,36,very low,2.1,0,8.3,4.2,0,49.4,0,0.4,35.6
2,SP Distribution,South Scotland,2020-01-09T12:00Z,2020-01-09T12:30Z,44,very low,2,0,10.6,8,0,46.5,0,0.5,32.4
2,SP Distribution,South Scotland,2020-01-09T12:30Z,2020-01-09T13:00Z,52,very low,2,0,13.1,10.5,0,44,0,0.6,29.8
2,SP Distribution,South Scotland,2020-01-09T13:00Z,2020-01-09T13:30Z,58,very low,2.1,0.1,14.5,10.9,0,43.9,0,0.6,27.9
2,SP Distribution,South Scotland,2020-01-09T13:30Z,2020-01-09T14:00Z,59,very low,2.2,0.1,15,11.5,0,44.8,0,0.6,25.8
2,SP Distribution,South Scotland,2020-01-09T14:00Z,2020-01-09T14:30Z,59,very low,2,0,14,12.4,0,47.3,0,0.5,23.8
2,SP Distribution,South Scotland,2020-01-09T14:30Z,2020-01-09T15:00Z,58,very low,2.2,0,14.5,13.5,0,47.1,0,0.4,22.3
2,SP Distribution,South Scotland,2020-01-09T15:00Z,2020-01-09T15:30Z,59,very low,2.3,0,14.5,11.8,0,50.1,0,0.3,21
2,SP Distribution,South Scotland,2020-01-09T15:30Z,2020-01-09T16:00Z,56,very low,2.5,0,14.3,10,0,53.1,0,0.2,19.9
2,SP Distribution,South Scotland,2020-01-09T16:00Z,2020-01-09T16:30Z,53,very low,2.6,0,12.5,7.9,0,58.2,0,0.1,18.7
2,SP Distribution,South Scotland,2020-01-09T16:30Z,2020-01-09T17:00Z,49,very low,2.8,0,11.5,7,0,60.4,0,0,18.3
2,SP Distribution,South Scotland,2020-01-09T17:00Z,2020-01-09T17:30Z,49,very low,2.8,0,11.5,7.1,0,61,0,0,17.6
2,SP Distribution,South Scotland,2020-01-09T17:30Z,2020-01-09T18:00Z,54,very low,2.8,0,12.8,8.9,0,58.9,0,0,16.6
2,SP Distribution,South Scotland,2020-01-09T18:00Z,2020-01-09T18:30Z,63,low,2.6,0,15.1,11.7,0,55.6,0,0,15
2,SP Distribution,South Scotland,2020-01-09T18:30Z,2020-01-09T19:00Z,74,low,2.5,0,18.1,13.5,0,52,0,0,13.9
2,SP Distribution,South Scotland,2020-01-09T19:00Z,2020-01-09T19:30Z,86,low,2.3,0,21.1,13.4,0,49.9,0,0,13.3
2,SP Distribution,South Scotland,2020-01-09T19:30Z,2020-01-09T20:00Z,95,low,2.2,0,24.4,12.6,0,47.1,0,0,13.7
2,SP Distribution,South Scotland,2020-01-09T20:00Z,2020-01-09T20:30Z,98,low,2.3,0.1,24.8,11.4,0,46.8,0,0,14.6
2,SP Distribution,South Scotland,2020-01-09T20:30Z,2020-01-09T21:00Z,94,low,2.3,0.1,23.7,9.9,0,48.4,0,0,15.6
2,SP Distribution,South Scotland,2020-01-09T21:00Z,2020-01-09T21:30Z,84,low,2.3,0.1,20.9,8.1,0,52,0,0,16.6
2,SP Distribution,South Scotland,2020-01-09T21:30Z,2020-01-09T22:00Z,69,low,2.4,0,17.3,6.9,0,56.2,0,0,17.2
2,SP Distribution,South Scotland,2020-01-09T22:00Z,2020-01-09T22:30Z,54,very low,2.7,0,13.1,5.9,0,60.4,0,0,17.9
2,SP Distribution,South Scotland,2020-01-09T22:30Z,2020-01-09T23:00Z,40,very low,2.9,0,9.3,4.9,0,64.5,0,0,18.4
2,SP Distribution,South Scotland,2020-01-09T23:00Z,2020-01-09T23:30Z,28,very low,3,0,6.1,3.2,0,68.8,0,0,18.9
2,SP Distribution,South Scotland,2020-01-09T23:30Z,2020-01-10T00:00Z,21,very low,2.9,0,4.1,1.1,0,72.4,0,0,19.5
2,SP Distribution,South Scotland,2020-01-10T00:00Z,2020-01-10T00:30Z,18,very low,2.8,0,3.9,0.9,0,72.5,0,0,19.9
2,SP Distribution,South Scotland,2020-01-10T00:30Z,2020-01-10T01:00Z,19,very low,2.8,0,4.1,0.8,0,72.3,0,0,20
2,SP Distribution,South Scotland,2020-01-10T01:00Z,2020-01-10T01:30Z,21,very low,2.9,0,4.6,0.8,0,72.2,0,0,19.5
2,SP Distribution,South Scotland,2020-01-10T01:30Z,2020-01-10T02:00Z,23,very low,3,0,5.1,0.8,0,71.8,0,0,19.3
2,SP Distribution,South Scotland,2020-01-10T02:00Z,2020-01-10T02:30Z,24,very low,3.2,0,5.5,0.7,0,71,0,0,19.6
2,SP Distribution,South Scotland,2020-01-10T02:30Z,2020-01-10T03:00Z,24,very low,3.3,0,5.5,0.7,0,70.2,0,0,20.3
2,SP Distribution,South Scotland,2020-01-10T03:00Z,2020-01-10T03:30Z,24,very low,3.3,0,5.3,0.6,0,69.1,0,0,21.7
2,SP Distribution,South Scotland,2020-01-10T03:30Z,2020-01-10T04:00Z,24,very low,3.3,0,5.2,0.5,0,67.5,0,0,23.5
2,SP Distribution,South Scotland,2020-01-10T04:00Z,2020-01-10T04:30Z,24,very low,3.2,0,5.3,0.5,0,65.8,0,0,25.2
2,SP Distribution,South Scotland,2020-01-10T04:30Z,2020-01-10T05:00Z,24,very low,3.1,0,5.5,0.5,0,64.4,0,0,26.5
2,SP Distribution,South Scotland,2020-01-10T05:00Z,2020-01-10T05:30Z,25,very low,3.1,0,5.6,0.6,0,63,0,0,27.7
2,SP Distribution,South Scotland,2020-01-10T05:30Z,2020-01-10T06:00Z,26,very low,3,0,5.8,0.6,0,62,0,0,28.6
2,SP Distribution,South Scotland,2020-01-10T06:00Z,2020-01-10T06:30Z,30,very low,3,0,6.7,0.6,0,60.6,0,0,29.1
2,SP Distribution,South Scotland,2020-01-10T06:30Z,2020-01-10T07:00Z,35,very low,2.9,0,8.2,0.6,0,59.7,0,0,28.6
2,SP Distribution,South Scotland,2020-01-10T07:00Z,2020-01-10T07:30Z,39,very low,2.8,0,9.6,0.6,0,59.4,0,0,27.6
2,SP Distribution,South Scotland,2020-01-10T07:30Z,2020-01-10T08:00Z,41,very low,2.7,0,10.2,0.6,0,60.2,0,0,26.3
2,SP Distribution,South Scotland,2020-01-10T08:00Z,2020-01-10T08:30Z,39,very low,2.6,0,9.6,0.6,0,62.2,0,0,25
2,SP Distribution,South Scotland,2020-01-10T08:30Z,2020-01-10T09:00Z,35,very low,2.7,0,8.3,0.6,0,65.5,0,0,22.9
2,SP Distribution,South Scotland,2020-01-10T09:00Z,2020-01-10T09:30Z,33,very low,2.7,0,7.1,0.6,0,68.8,0,0,20.8
2,SP Distribution,South Scotland,2020-01-10T09:30Z,2020-01-10T10:00Z,36,very low,2.7,0,8.2,1.5,0,67.7,0,0,19.9
2,SP Distribution,South Scotland,2020-01-10T10:00Z,2020-01-10T10:30Z,40,very low,2.5,0,10,2.7,0.1,63.5,0,0.1,21.1
2,SP Distribution,South Scotland,2020-01-10T10:30Z,2020-01-10T11:00Z,42,very low,2.4,0,10.1,3.1,0.3,61.2,0,0.2,22.7
2,SP Distribution,South Scotland,2020-01-10T11:00Z,2020-01-10T11:30Z,42,very low,2.4,0,9.5,2.7,0.4,60.2,0,0.3,24.5
2,SP Distribution,South Scotland,2020-01-10T11:30Z,2020-01-10T12:00Z,40,very low,2.4,0,8.9,2.4,0.7,58.9,0,0.4,26.3
2,SP Distribution,South Scotland,2020-01-10T12:00Z,2020-01-10T12:30Z,37,very low,2.4,0,8,1.9,0.9,57.3,0,0.5,29
2,SP Distribution,South Scotland,2020-01-10T12:30Z,2020-01-10T13:00Z,33,very low,2.4,0,6.7,1.2,1,55.8,0,0.6,32.3
2,SP Distribution,South Scotland,2020-01-10T13:00Z,2020-01-10T13:30Z,30,very low,2.3,0,5.5,0.5,1,54,0,0.7,36
2,SP Distribution,South Scotland,2020-01-10T13:30Z,2020-01-10T14:00Z,27,very low,2.1,0,5.1,0.5,1.1,50.9,0,0.7,39.6
2,SP Distribution,South Scotland,2020-01-10T14:00Z,2020-01-10T14:30Z,25,very low,2,0,4.7,0.4,1.1,48,0,0.6,43.2
2,SP Distribution,South Scotland,2020-01-10T14:30Z,2020-01-10T15:00Z,24,very low,1.8,0,4.3,0.3,1.1,45.8,0,0.5,46.2
2,SP Distribution,South Scotland,2020-01-10T15:00Z,2020-01-10T15:30Z,23,very low,1.7,0,3.9,0.2,1.3,43.9,0,0.4,48.6
2,SP Distribution,South Scotland,2020-01-10T15:30Z,2020-01-10T16:00Z,22,very low,1.6,0,3.5,0.1,1.4,42.5,0,0.2,50.7
2,SP Distribution,South Scotland,2020-01-10T16:00Z,2020-01-10T16:30Z,21,very low,1.5,0,3.2,0.1,1.6,40.7,0,0.1,52.8
2,SP Distribution,South Scotland,2020-01-10T16:30Z,2020-01-10T17:00Z,21,very low,1.4,0,3,0.1,2,38.7,0,0.1,54.7
2,SP Distribution,South Scotland,2020-01-10T17:00Z,2020-01-10T17:30Z,21,very low,1.4,0,2.8,0.1,2.2,37,0,0,56.5
2,SP Distribution,South Scotland,2020-01-10T17:30Z,2020-01-10T18:00Z,21,very low,1.4,0,2.7,0.1,2.1,35.7,0,0,58
2,SP Distribution,South Scotland,2020-01-10T18:00Z,2020-01-10T18:30Z,21,very low,1.4,0,2.6,0.1,2,34.8,0,0,59.1
2,SP Distribution,South Scotland,2020-01-10T18:30Z,2020-01-10T19:00Z,21,very low,1.3,0,2.6,0.1,2,34,0,0,60
2,SP Distribution,South Scotland,2020-01-10T19:00Z,2020-01-10T19:30Z,21,very low,1.3,0,2.5,0.1,2.4,33.4,0,0,60.3
2,SP Distribution,South Scotland,2020-01-10T19:30Z,2020-01-10T20:00Z,22,very low,1.3,0,2.5,0.1,2.4,33,0,0,60.7
2,SP Distribution,South Scotland,2020-01-10T20:00Z,2020-01-10T20:30Z,22,very low,1.3,0,2.5,0,2.5,32.7,0,0,61
2,SP Distribution,South Scotland,2020-01-10T20:30Z,2020-01-10T21:00Z,22,very low,1.3,0,2.4,0,2.5,32.3,0,0,61.5
2,SP Distribution,South Scotland,2020-01-10T21:00Z,2020-01-10T21:30Z,22,very low,1.3,0,2.4,0.1,2.6,31.5,0,0,62.1
2,SP Distribution,South Scotland,2020-01-10T21:30Z,2020-01-10T22:00Z,23,very low,1.3,0,2.4,0.1,2.8,30.7,0,0,62.7
2,SP Distribution,South Scotland,2020-01-10T22:00Z,2020-01-10T22:30Z,23,very low,1.2,0,2.4,0.1,3,30.1,0,0,63.2
2,SP Distribution,South Scotland,2020-01-10T22:30Z,2020-01-10T23:00Z,24,very low,1.2,0,2.4,0.1,3,29.8,0,0,63.5
2,SP Distribution,South Scotland,2020-01-10T23:00Z,2020-01-10T23:30Z,23,very low,1.2,0,2.4,0.1,2.9,29.6,0,0,63.8
2,SP Distribution,South Scotland,2020-01-10T23:30Z,2020-01-11T00:00Z,23,very low,1.2,0,2.3,0.1,2.7,29.4,0,0,64.3
2,SP Distribution,South Scotland,2020-01-11T00:00Z,2020-01-11T00:30Z,22,very low,1.2,0,2.3,0.1,2.7,29.3,0,0,64.4
2,SP Distribution,South Scotland,2020-01-11T00:30Z,2020-01-11T01:00Z,22,very low,1.2,0,2.3,0.1,2.7,29.1,0,0,64.6
2,SP Distribution,South Scotland,2020-01-11T01:00Z,2020-01-11T01:30Z,22,very low,1.2,0,2.3,0.1,2.7,28.8,0,0,64.9
2,SP Distribution,South Scotland,2020-01-11T01:30Z,2020-01-11T02:00Z,23,very low,1.3,0,2.3,0.1,2.8,28.6,0,0,64.9
2,SP Distribution,South Scotland,2020-01-11T02:00Z,2020-01-11T02:30Z,22,very low,1.3,0,2.4,0.1,2.7,28.6,0,0,64.9
2,SP Distribution,South Scotland,2020-01-11T02:30Z,2020-01-11T03:00Z,22,very low,1.3,0,2.3,0.1,2.6,28.7,0,0,65
2,SP Distribution,South Scotland,2020-01-11T03:00Z,2020-01-11T03:30Z,22,very low,1.3,0,2.3,0.1,2.6,28.9,0,0,64.8
2,SP Distribution,South Scotland,2020-01-11T03:30Z,2020-01-11T04:00Z,22,very low,1.3,0,2.3,0.1,2.6,29,0,0,64.7
2,SP Distribution,South Scotland,2020-01-11T04:00Z,2020-01-11T04:30Z,22,very low,1.3,0,2.3,0.1,2.6,29.2,0,0,64.5
2,SP Distribution,South Scotland,2020-01-11T04:30Z,2020-01-11T05:00Z,22,very low,1.3,0,2.3,0.1,2.5,29.2,0,0,64.6
2,SP Distribution,South Scotland,2020-01-11T05:00Z,2020-01-11T05:30Z,22,very low,1.3,0,2.3,0.1,2.5,29.3,0,0,64.5
2,SP Distribution,South Scotland,2020-01-11T05:30Z,2020-01-11T06:00Z,22,very low,1.3,0,2.4,0.1,2.5,29.3,0,0,64.4
2,SP Distribution,South Scotland,2020-01-11T06:00Z,2020-01-11T06:30Z,22,very low,1.3,0,2.4,0.1,2.5,29.4,0,0,64.3
2,SP Distribution,South Scotland,2020-01-11T06:30Z,2020-01-11T07:00Z,21,very low,1.3,0,2.4,0.1,2.5,29.6,0,0,64.1
2,SP Distribution,South Scotland,2020-01-11T07:00Z,2020-01-11T07:30Z,21,very low,1.3,0,2.4,0.1,2.4,29.9,0,0,63.9
2,SP Distribution,South Scotland,2020-01-11T07:30Z,2020-01-11T08:00Z,20,very low,1.3,0,2.3,0.1,2.3,30.1,0,0,63.9
2,SP Distribution,South Scotland,2020-01-11T08:00Z,2020-01-11T08:30Z,20,very low,1.2,0,2.3,0.1,2.1,30.3,0,0,64
2,SP Distribution,South Scotland,2020-01-11T08:30Z,2020-01-11T09:00Z,19,very low,1.3,0,2.3,0.1,2,30.4,0,0,63.9
2,SP Distribution,South Scotland,2020-01-11T09:00Z,2020-01-11T09:30Z,19,very low,1.3,0,2.3,0.1,1.9,30.8,0,0,63.6
2,SP Distribution,South Scotland,2020-01-11T09:30Z,2020-01-11T10:00Z,18,very low,1.3,0,2.3,0.1,1.9,31.3,0,0,63.1
2,SP Distribution,South Scotland,2020-01-11T10:00Z,2020-01-11T10:30Z,17,very low,1.2,0,2.3,0.1,1.6,32,0,0.1,62.7
2,SP Distribution,South Scotland,2020-01-11T10:30Z,2020-01-11T11:00Z,16,very low,1.2,0,2.3,0.2,1.4,32.5,0,0.1,62.3
2,SP Distribution,South Scotland,2020-01-11T11:00Z,2020-01-11T11:30Z,15,very low,1.2,0,2.2,0.2,1.2,32.9,0,0.1,62.2
2,SP Distribution,South Scotland,2020-01-11T11:30Z,2020-01-11T12:00Z,15,very low,1.2,0,2.2,0.2,1.2,33,0,0.1,62.1
2,SP Distribution,South Scotland,2020-01-11T12:00Z,2020-01-11T12:30Z,15,very low,1.2,0,2.2,0.2,1.3,33,0,0.1,62
2,SP Distribution,South Scotland,2020-01-11T12:30Z,2020-01-11T13:00Z,16,very low,1.2,0,2.3,0.2,1.3,32.5,0,0.1,62.4
2,SP Distribution,South Scotland,2020-01-11T13:00Z,2020-01-11T13:30Z,16,very low,1.2,0,2.4,0.2,1.3,31.7,0,0.1,63.1
2,SP Distribution,South Scotland,2020-01-11T13:30Z,2020-01-11T14:00Z,16,very low,1.2,0,2.4,0.2,1.3,30.8,0,0.1,64
2,SP Distribution,South Scotland,2020-01-11T14:00Z,2020-01-11T14:30Z,17,very low,1.2,0,2.5,0.2,1.4,30.4,0,0.1,64.2
2,SP Distribution,South Scotland,2020-01-11T14:30Z,2020-01-11T15:00Z,17,very low,1.2,0,2.5,0.2,1.5,30.4,0,0.1,64.1
2,SP Distribution,South Scotland,2020-01-11T15:00Z,2020-01-11T15:30Z,18,very low,1.2,0,2.6,0.2,1.6,30.7,0,0.1,63.6
2,SP Distribution,South Scotland,2020-01-11T15:30Z,2020-01-11T16:00Z,18,very low,1.2,0,2.7,0.2,1.5,31.1,0,0.1,63.2
2,SP Distribution,South Scotland,2020-01-11T16:00Z,2020-01-11T16:30Z,18,very low,1.2,0,2.8,0.2,1.5,31.4,0,0,62.9
2,SP Distribution,South Scotland,2020-01-11T16:30Z,2020-01-11T17:00Z,19,very low,1.2,0,2.9,0.3,1.4,31.5,0,0,62.7
2,SP Distribution,South Scotland,2020-01-11T17:00Z,2020-01-11T17:30Z,20,very low,1.3,0,3,0.3,1.6,31.5,0,0,62.3
2,SP Distribution,South Scotland,2020-01-11T17:30Z,2020-01-11T18:00Z,21,very low,1.4,0,3.1,0.3,1.7,31.5,0,0,62
2,SP Distribution,South Scotland,2020-01-11T18:00Z,2020-01-11T18:30Z,21,very low,1.4,0,3.2,0.3,1.8,31.9,0,0,61.4
2,SP Distribution,South Scotland,2020-01-11T18:30Z,2020-01-11T19:00Z,22,very low,1.5,0,3.3,0.3,1.8,32.6,0,0,60.5
2,SP Distribution,South Scotland,2020-01-11T19:00Z,2020-01-11T19:30Z,21,very low,1.5,0,3.4,0.3,1.7,33.2,0,0,59.9
2,SP Distribution,South Scotland,2020-01-11T19:30Z,2020-01-11T20:00Z,21,very low,1.5,0,3.4,0.3,1.4,33.9,0,0,59.5
2,SP Distribution,South Scotland,2020-01-11T20:00Z,2020-01-11T20:30Z,20,very low,1.5,0,3.5,0.3,1.1,34.8,0,0,58.8
2,SP Distribution,South Scotland,2020-01-11T20:30Z,2020-01-11T21:00Z,20,very low,1.5,0,3.5,0.3,1,35.8,0,0,57.9
2,SP Distribution,South Scotland,2020-01-11T21:00Z,2020-01-11T21:30Z,21,very low,1.5,0,3.6,0.3,1.2,36.8,0,0,56.6
2,SP Distribution,South Scotland,2020-01-11T21:30Z,2020-01-11T22:00Z,23,very low,1.5,0,3.6,0.3,1.6,38.3,0,0,54.7
2,SP Distribution,South Scotland,2020-01-11T22:00Z,2020-01-11T22:30Z,25,very low,1.5,0,3.7,0.3,2.1,40.1,0,0,52.3
2,SP Distribution,South Scotland,2020-01-11T22:30Z,2020-01-11T23:00Z,26,very low,1.5,0,3.7,0.2,2.5,42.2,0,0,49.9
2,SP Distribution,South Scotland,2020-01-11T23:00Z,2020-01-11T23:30Z,28,very low,1.5,0,3.6,0.2,2.7,43.9,0,0,48.1
2,SP Distribution,South Scotland,2020-01-11T23:30Z,2020-01-12T00:00Z,28,very low,1.5,0,3.7,0.2,2.8,45.4,0,0,46.4
2,SP Distribution,South Scotland,2020-01-12T00:00Z,2020-01-12T00:30Z,28,very low,1.5,0,3.6,0.2,2.8,46.2,0,0,45.7
2,SP Distribution,South Scotland,2020-01-12T00:30Z,2020-01-12T01:00Z,27,very low,1.5,0,3.6,0.2,2.7,46.1,0,0,45.9
2,SP Distribution,South Scotland,2020-01-12T01:00Z,2020-01-12T01:30Z,26,very low,1.4,0,3.4,0.2,2.5,45.6,0,0,46.9
2,SP Distribution,South Scotland,2020-01-12T01:30Z,2020-01-12T02:00Z,25,very low,1.4,0,3.3,0.2,2.3,45,0,0,47.8
2,SP Distribution,South Scotland,2020-01-12T02:00Z,2020-01-12T02:30Z,24,very low,1.4,0,3.2,0.2,2.1,44.3,0,0,48.8
2,SP Distribution,South Scotland,2020-01-12T02:30Z,2020-01-12T03:00Z,23,very low,1.3,0,3.2,0.2,2,43.6,0,0,49.7
2,SP Distribution,South Scotland,2020-01-12T03:00Z,2020-01-12T03:30Z,22,very low,1.3,0,3.1,0.2,2,42.8,0,0,50.6
2,SP Distribution,South Scotland,2020-01-12T03:30Z,2020-01-12T04:00Z,22,very low,1.3,0,3,0.2,2.1,41.9,0,0,51.5
2,SP Distribution,South Scotland,2020-01-12T04:00Z,2020-01-12T04:30Z,22,very low,1.3,0,3,0.2,2.1,41,0,0,52.4
2,SP Distribution,South Scotland,2020-01-12T04:30Z,2020-01-12T05:00Z,21,very low,1.2,0,2.9,0.2,2,40.2,0,0,53.5
2,SP Distribution,South Scotland,2020-01-12T05:00Z,2020-01-12T05:30Z,21,very low,1.2,0,2.8,0.2,2,39.5,0,0,54.3
2,SP Distribution,South Scotland,2020-01-12T05:30Z,2020-01-12T06:00Z,20,very low,1.2,0,2.7,0.2,2,38.8,0,0,55.1
2,SP Distribution,South Scotland,2020-01-12T06:00Z,2020-01-12T06:30Z,20,very low,1.1,0,2.7,0.2,1.9,38.2,0,0,55.9
2,SP Distribution,South Scotland,2020-01-12T06:30Z,2020-01-12T07:00Z,19,very low,1.1,0,2.7,0.2,1.8,37.9,0,0,56.3
2,SP Distribution,South Scotland,2020-01-12T07:00Z,2020-01-12T07:30Z,18,very low,1.1,0,2.7,0.2,1.6,37.8,0,0,56.6
2,SP Distribution,South Scotland,2020-01-12T07:30Z,2020-01-12T08:00Z,17,very low,1.1,0,2.6,0.2,1.3,37.8,0,0,57
2,SP Distribution,South Scotland,2020-01-12T08:00Z,2020-01-12T08:30Z,16,very low,1.1,0,2.6,0.2,1.1,37.8,0,0,57.2
2,SP Distribution,South Scotland,2020-01-12T08:30Z,2020-01-12T09:00Z,15,very low,1.1,0,2.6,0.2,0.9,37.7,0,0,57.5
2,SP Distribution,South Scotland,2020-01-12T09:00Z,2020-01-12T09:30Z,15,very low,1.1,0,2.6,0.1,0.8,37.5,0,0.1,57.8
2,SP Distribution,South Scotland,2020-01-12T09:30Z,2020-01-12T10:00Z,15,very low,1.1,0,2.6,0.1,0.7,37.5,0,0.2,57.8
2,SP Distribution,South Scotland,2020-01-12T10:00Z,2020-01-12T10:30Z,15,very low,1.1,0,2.6,0.1,0.8,37.6,0,0.3,57.5
2,SP Distribution,South Scotland,2020-01-12T10:30Z,2020-01-12T11:00Z,15,very low,1.1,0,2.6,0.1,0.9,37.7,0,0.5,57.1
2,SP Distribution,South Scotland,2020-01-12T11:00Z,2020-01-12T11:30Z,15,very low,1.1,0,2.5,0.1,0.9,37.8,0,0.6,57
2,SP Distribution,South Scotland,2020-01-12T11:30Z,2020-01-12T12:00Z,15,very low,1.1,0,2.5,0.1,0.9,37.7,0,0.7,57
2,SP Distribution,South Scotland,2020-01-12T12:00Z,2020-01-12T12:30Z,14,very low,1.1,0,2.5,0.1,0.9,37.9,0,0.8,56.7
2,SP Distribution,South Scotland,2020-01-12T12:30Z,2020-01-12T13:00Z,14,very low,1.1,0,2.5,0.1,0.8,38.1,0,0.9,56.5
2,SP Distribution,South Scotland,2020-01-12T13:00Z,2020-01-12T13:30Z,14,very low,1.1,0,2.5,0.1,0.8,38.5,0,0.9,56.1
2,SP Distribution,South Scotland,2020-01-12T13:30Z,2020-01-12T14:00Z,14,very low,1.1,0,2.6,0.1,0.8,39,0,0.9,55.5
2,SP Distribution,South Scotland,2020-01-12T14:00Z,2020-01-12T14:30Z,15,very low,1.2,0,2.6,0.1,0.9,39.5,0,0.8,54.9
2,SP Distribution,South Scotland,2020-01-12T14:30Z,2020-01-12T15:00Z,15,very low,1.3,0,2.6,0.1,0.9,40,0,0.7,54.4
2,SP Distribution,South Scotland,2020-01-12T15:00Z,2020-01-12T15:30Z,16,very low,1.4,0,2.7,0.1,0.9,40.4,0,0.6,53.9
2,SP Distribution,South Scotland,2020-01-12T15:30Z,2020-01-12T16:00Z,15,very low,1.4,0,2.8,0.2,0.7,40.9,0,0.4,53.6
2,SP Distribution,South Scotland,2020-01-12T16:00Z,2020-01-12T16:30Z,15,very low,1.5,0,2.9,0.2,0.4,41.1,0,0.3,53.6
2,SP Distribution,South Scotland,2020-01-12T16:30Z,2020-01-12T17:00Z,15,very low,1.5,0,3,0.2,0.3,41.3,0,0.1,53.6
2,SP Distribution,South Scotland,2020-01-12T17:00Z,2020-01-12T17:30Z,15,very low,1.5,0,3.1,0.2,0.3,41.4,0,0,53.5
2,SP Distribution,South Scotland,2020-01-12T17:30Z,2020-01-12T18:00Z,15,very low,1.6,0,3.1,0.2,0.4,41.3,0,0,53.4
