SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW
12-JAN-2021,25,39965,40567,36113,994,6527,2490,13080,0,2,2003,-2,0,318,0,999
12-JAN-2021,26,39977,40579,36099,985,6527,2500,13080,0,2,2004,-2,1,250,0,1000
12-JAN-2021,27,39773,40375,35945,965,6527,2100,13080,0,2,2003,29,0,235,0,1000
12-JAN-2021,28,39298,39902,35525,945,6527,1980,13080,0,4,2003,-2,0,143,0,1000
12-JAN-2021,29,38968,39579,35260,911,6527,1450,13080,0,11,1590,-2,0,208,21,1000
12-JAN-2021,30,39448,40067,35667,876,6527,845,13080,0,19,1554,-4,0,204,21,999
12-JAN-2021,31,40546,41155,36745,855,6527,374,13080,0,9,2002,40,1,168,11,999
12-JAN-2021,32,41366,41972,37560,834,6527,77,13080,0,6,2004,6,0,238,137,999
12-JAN-2021,33,42427,43029,38490,807,6527,2,13080,0,2,2004,-2,0,247,289,1019
12-JAN-2021,34,43830,44432,39636,780,6527,0,13080,0,2,2003,-2,0,259,440,1019
12-JAN-2021,35,44674,45276,40297,755,6527,1,13080,0,2,2003,-2,1,165,504,1019
12-JAN-2021,36,44693,45295,40328,729,6527,0,13080,0,2,2003,-4,0,149,487,1020
12-JAN-2021,37,44020,44622,39788,703,6527,0,13080,0,2,2003,-4,1,160,367,1020
12-JAN-2021,38,43395,43997,39235,677,6527,0,13080,0,2,2003,-3,0,243,346,1020
12-JAN-2021,39,42655,43265,38631,659,6527,0,13080,0,10,2003,-4,0,377,465,1020
12-JAN-2021,40,41379,41988,37508,641,6527,0,13080,0,9,2004,-4,0,346,360,1020
12-JAN-2021,41,40047,40656,36257,634,6527,0,13080,0,9,2003,-4,0,377,235,1019
12-JAN-2021,42,38485,39092,34821,627,6527,0,13080,0,7,2002,-4,0,250,81,1019
12-JAN-2021,43,36851,37490,33322,626,6527,0,13080,0,9,1671,-4,0,100,-30,1000
12-JAN-2021,44,35199,35860,31862,625,6527,0,13080,0,14,1658,-4,0,-47,0,1000
12-JAN-2021,45,33556,34261,30379,630,6527,0,13080,0,18,1378,-4,0,-87,0,810
12-JAN-2021,46,31748,32424,28590,634,6527,0,13080,0,32,1375,-4,0,-44,0,804
12-JAN-2021,47,29726,31134,26767,632,6527,0,13080,0,808,1973,-4,0,22,0,809
12-JAN-2021,48,28563,30407,25763,630,6527,0,13080,0,1244,2004,-4,1,161,0,810
13-JAN-2021,1,28352,30209,25576,629,6527,0,13080,0,1257,2004,-4,0,157,0,954
13-JAN-2021,2,28709,30558,25968,628,6527,0,13080,0,1249,2004,-4,0,283,32,959
13-JAN-2021,3,28670,30516,25955,630,6527,0,13080,0,1246,2004,-4,0,284,0,998
13-JAN-2021,4,28097,29939,25421,631,6527,0,13080,0,1242,2004,-4,0,242,0,1000
13-JAN-2021,5,27593,29428,24950,650,6527,0,13080,0,1235,2004,-4,0,351,0,1000
13-JAN-2021,6,27342,29168,24674,668,6527,0,13080,0,1226,2004,-4,0,338,0,1000
13-JAN-2021,7,27012,28832,24276,686,6527,0,13080,0,1220,2003,-4,0,374,0,1000
13-JAN-2021,8,26704,28519,23966,704,6527,0,13080,0,1215,2003,-4,0,392,0,1000
13-JAN-2021,9,26393,28201,23682,741,6527,0,13080,0,1208,2004,-4,0,401,29,1000
13-JAN-2021,10,26511,28317,23785,778,6527,0,13080,0,1206,2004,-4,0,401,69,1000
13-JAN-2021,11,26840,28635,24103,793,6527,0,13080,0,1195,1739,-4,0,401,34,1000
13-JAN-2021,12,27712,28805,24871,808,6527,0,13080,0,493,1659,-4,0,401,3,1000
13-JAN-2021,13,29921,30544,26917,802,6527,0,13080,0,23,343,-4,0,387,40,999
13-JAN-2021,14,32098,32713,28923,795,6527,0,13080,0,15,219,-4,0,289,42,999
13-JAN-2021,15,34762,35377,31335,793,6527,0,13080,0,15,49,-4,0,367,190,971
13-JAN-2021,16,36615,37229,33132,791,6527,0,13080,0,14,142,-4,0,288,341,969
13-JAN-2021,17,38785,39395,35087,797,6527,2,13080,0,10,1644,-4,0,378,479,998
13-JAN-2021,18,39903,40515,36076,803,6527,60,13080,0,12,1807,-4,0,401,504,999
13-JAN-2021,19,40380,40995,36473,804,6527,224,13080,0,15,1949,-4,0,401,504,1000
13-JAN-2021,20,40712,41327,36766,805,6527,434,13080,0,15,1953,-4,0,401,504,999
13-JAN-2021,21,41090,41704,37096,810,6527,551,13080,0,14,2002,24,0,401,504,1000
13-JAN-2021,22,41206,41820,37170,815,6527,604,13080,0,14,2004,71,0,401,504,1000
13-JAN-2021,23,41189,41803,37115,837,6527,691,13080,0,14,2004,36,1,401,504,1000
13-JAN-2021,24,41499,42113,37387,858,6527,764,13080,0,14,2004,-6,0,401,504,1000
13-JAN-2021,25,42248,42857,38048,877,6527,680,13080,0,9,2004,240,0,401,504,1000
13-JAN-2021,26,42198,42810,37989,895,6527,588,13080,0,12,2004,560,1,401,504,1000
13-JAN-2021,27,41967,42581,37780,907,6527,495,13080,0,14,2004,457,0,401,504,1000
13-JAN-2021,28,41442,42054,37319,919,6527,464,13080,0,12,2004,226,0,401,504,1000
13-JAN-2021,29,41338,41951,37195,934,6527,414,13080,0,13,2004,60,0,401,504,1000
13-JAN-2021,30,41193,41805,37052,949,6527,268,13080,0,12,2004,-2,0,401,504,1000
13-JAN-2021,31,41286,41897,37106,978,6527,122,13080,0,11,2004,-4,0,401,504,1000
13-JAN-2021,32,41857,42464,37726,1006,6527,24,13080,0,7,2004,799,0,401,504,1000
13-JAN-2021,33,42671,43282,38449,1013,6527,2,13080,0,11,2003,992,0,401,504,1018
13-JAN-2021,34,43920,44523,39555,1020,6527,0,13080,0,3,2003,992,1,401,504,1020
13-JAN-2021,35,44794,45396,40320,1036,6527,0,13080,0,2,2003,992,0,401,504,1020
13-JAN-2021,36,44657,45259,40253,1051,6527,0,13080,0,2,2003,992,1,401,504,1020
13-JAN-2021,37,43951,44553,39715,1047,6527,0,13080,0,2,2003,861,0,401,504,1020
13-JAN-2021,38,42806,43408,38695,1042,6527,0,13080,0,2,2003,-2,0,401,458,1020
13-JAN-2021,39,41131,41742,37163,1057,6527,0,13080,0,11,2002,-4,0,376,440,1019
13-JAN-2021,40,40264,40870,36489,1072,6527,0,13080,0,6,2003,-4,0,256,293,1018
13-JAN-2021,41,39326,39937,35637,1076,6527,0,13080,0,11,2003,-4,0,287,141,922
13-JAN-2021,42,37609,38220,34098,1080,6527,0,13080,0,11,2003,-4,0,206,13,919
13-JAN-2021,43,35962,36572,32654,1091,6527,0,13080,0,10,1906,-4,0,310,26,997
13-JAN-2021,44,34090,34701,31002,1102,6527,0,13080,0,11,1903,-4,0,237,64,1000
13-JAN-2021,45,32219,32884,29287,1098,6527,0,13080,0,65,1902,-4,1,88,0,970
13-JAN-2021,46,30716,32090,27839,1094,6527,0,13080,0,774,1902,-4,0,115,0,970
13-JAN-2021,47,28797,30545,26072,1089,6527,0,13080,0,1148,1999,-4,0,127,0,998
13-JAN-2021,48,27604,29498,24998,1083,6527,0,13080,0,1294,2002,-4,0,250,54,1000
14-JAN-2021,1,27343,29233,24797,1085,6527,0,13080,0,1290,2002,-4,0,281,23,1000
14-JAN-2021,2,27789,29670,25251,1086,6527,0,13080,0,1281,2002,-4,1,389,108,1000
14-JAN-2021,3,27461,29327,24932,1094,6527,0,13080,0,1266,2002,-4,0,379,26,999
14-JAN-2021,4,26868,28730,24397,1102,6527,0,13080,0,1262,2003,-4,0,401,98,1000
14-JAN-2021,5,26377,28235,23964,1132,6527,0,13080,0,1258,2002,-4,0,401,62,999
14-JAN-2021,6,26063,27912,23658,1161,6527,0,13080,0,1249,2002,-4,0,382,0,1000
14-JAN-2021,7,25798,27647,23393,1202,6527,0,13080,0,1249,2003,-4,0,358,0,1000
14-JAN-2021,8,25463,27310,23076,1242,6527,0,13080,0,1247,2002,-4,0,343,0,999
14-JAN-2021,9,25204,27042,22853,1327,6527,0,13080,0,1238,2002,-4,0,329,0,952
14-JAN-2021,10,25241,27071,22873,1412,6527,0,13080,0,1230,1992,-4,0,399,0,942
14-JAN-2021,11,25653,27484,23201,1482,6527,0,13080,0,1231,1335,-4,0,401,23,311
14-JAN-2021,12,26402,28228,23870,1551,6527,0,13080,0,1226,1288,-4,0,373,0,278
14-JAN-2021,13,28498,30317,25777,1591,6527,0,13080,0,1219,608,-4,1,387,59,424
14-JAN-2021,14,30180,31859,27360,1631,6527,0,13080,0,1079,439,-4,0,288,4,425
14-JAN-2021,15,32519,34562,29451,1667,6527,0,13080,0,116,-1234,-4,0,367,0,-93
14-JAN-2021,16,34411,36512,31181,1702,6527,0,13080,0,13,-1366,-4,0,379,0,-122
14-JAN-2021,17,36672,37923,33261,1730,6527,0,13080,0,9,6,-4,0,387,23,-642
14-JAN-2021,18,38365,39637,34864,1757,6527,14,13080,0,7,139,521,0,387,121,-665
14-JAN-2021,19,39474,40582,35875,1755,6527,78,13080,0,7,547,988,0,387,21,-501
14-JAN-2021,20,39981,41084,36334,1753,6527,182,13080,0,7,569,985,1,387,49,-496
14-JAN-2021,21,40276,41304,36575,1745,6527,275,13080,0,8,1048,986,0,387,3,-420
14-JAN-2021,22,40553,41576,36809,1737,6527,405,13080,0,6,1080,985,0,382,0,-417
14-JAN-2021,23,41021,42263,37228,1697,6527,527,13080,0,9,1740,985,0,363,65,-633
14-JAN-2021,24,41390,42646,37565,1656,6527,558,13080,0,15,1775,985,0,363,146,-641
14-JAN-2021,25,42166,43463,38206,1619,6527,555,13080,0,15,1997,986,0,363,267,-682
14-JAN-2021,26,42218,43517,38231,1581,6527,661,13080,0,15,2006,986,0,363,259,-684
14-JAN-2021,27,42314,43379,38364,1541,6527,653,13080,0,14,1773,986,0,363,312,-451
14-JAN-2021,28,41858,42909,37955,1501,6527,506,13080,0,15,1764,985,0,363,220,-436
14-JAN-2021,29,41694,42309,37828,1452,6527,425,13080,0,15,1738,986,0,363,271,142
14-JAN-2021,30,41429,42046,37622,1402,6527,354,13080,0,17,1737,985,0,363,148,186
14-JAN-2021,31,41791,42406,37973,1337,6527,226,13080,0,15,1837,985,0,357,41,955
14-JAN-2021,32,41966,42580,38165,1271,6527,93,13080,0,14,1841,985,0,376,164,999
14-JAN-2021,33,42987,43599,39052,1224,6527,10,13080,0,12,1996,985,0,253,312,1019
14-JAN-2021,34,44149,44760,39996,1176,6527,0,13080,0,11,2002,985,0,161,350,1020
14-JAN-2021,35,44762,45369,40444,1138,6527,1,13080,0,7,2002,985,0,117,477,1020
14-JAN-2021,36,44871,45474,40604,1100,6527,0,13080,0,3,2002,986,0,117,489,1020
14-JAN-2021,37,44279,44883,40146,1070,6527,0,13080,0,4,2002,985,0,113,360,1019
14-JAN-2021,38,42926,43528,38878,1039,6527,0,13080,0,2,2002,261,1,140,215,1020
14-JAN-2021,39,41691,42299,37800,981,6527,0,13080,0,8,2002,-2,1,211,194,1019
14-JAN-2021,40,40374,40985,36596,923,6527,0,13080,0,11,2003,-3,0,98,56,1020
14-JAN-2021,41,39305,40016,35648,854,6527,0,13080,0,18,2003,-4,0,-39,-54,1020
14-JAN-2021,42,37771,38574,34328,785,6527,0,13080,0,12,2003,-4,1,-181,-10,1019
14-JAN-2021,43,36397,37248,33114,733,6527,0,13080,0,9,2003,-4,0,-242,0,1000
14-JAN-2021,44,34780,35783,31673,680,6527,0,13080,0,8,2003,-4,0,-381,-14,999
14-JAN-2021,45,33246,34186,30283,651,6527,0,13080,0,6,1988,-4,0,-334,0,1000
14-JAN-2021,46,31628,32487,28725,622,6527,0,13080,0,22,1988,-4,0,-237,0,1000
14-JAN-2021,47,29873,31284,27107,618,6527,0,13080,0,489,2003,-4,0,-255,-67,855
14-JAN-2021,48,28658,30320,25972,613,6527,0,13080,0,440,2003,-4,0,-403,-219,851
15-JAN-2021,1,28471,30408,25826,588,6527,0,13080,0,512,2003,-4,0,-454,-371,994
15-JAN-2021,2,28940,31013,26297,562,6527,0,13080,0,630,2003,-4,0,-454,-389,1000
15-JAN-2021,3,28689,30794,26133,546,6527,0,13080,0,777,2003,-4,1,-454,-274,904
15-JAN-2021,4,28178,30108,25682,529,6527,0,13080,0,754,2004,-4,0,-454,-122,901
15-JAN-2021,5,27821,29985,25363,495,6527,0,13080,0,1034,2003,-4,0,-454,-76,996
15-JAN-2021,6,27560,29773,25087,460,6527,0,13080,0,1140,2003,-4,0,-455,-18,993
15-JAN-2021,7,27282,29428,24782,461,6527,0,13080,0,1136,2004,-4,0,-410,0,433
15-JAN-2021,8,26806,28853,24316,462,6527,0,13080,0,1130,2004,-4,0,-297,-20,411
15-JAN-2021,9,26720,28591,24267,457,6527,0,13080,0,1124,1975,-4,0,-147,0,880
15-JAN-2021,10,26790,28493,24348,452,6527,0,13080,0,1074,1973,-4,0,-29,0,897
15-JAN-2021,11,27284,28653,24825,444,6527,0,13080,0,750,1490,-4,0,-19,0,407
15-JAN-2021,12,28245,29070,25706,435,6527,0,13080,0,225,1281,-4,0,53,0,370
15-JAN-2021,13,30504,31494,27791,416,6527,0,13080,0,7,22,-3,0,207,44,-383
15-JAN-2021,14,32552,33627,29683,396,6527,0,13080,0,7,-44,-3,0,210,2,-424
15-JAN-2021,15,35084,35708,32009,407,6527,1,13080,0,8,1076,-2,0,206,0,-16
15-JAN-2021,16,36721,37332,33492,418,6527,0,13080,0,11,1182,-2,0,346,0,26
15-JAN-2021,17,38925,39532,35510,428,6527,9,13080,0,7,1958,-2,0,342,63,939
15-JAN-2021,18,40336,40946,36795,438,6527,119,13080,0,10,2004,-2,0,397,216,999
15-JAN-2021,19,41386,41994,37770,474,6527,366,13080,0,8,2004,-2,0,401,367,999
15-JAN-2021,20,41495,42106,37863,510,6527,627,13080,0,11,2004,-2,0,401,419,1000
15-JAN-2021,21,41707,42320,38017,533,6527,957,13080,0,13,2004,-2,0,400,496,1000
15-JAN-2021,22,41947,42561,38228,555,6527,1280,13080,0,14,2003,-2,0,400,504,1000
15-JAN-2021,23,41857,42467,38136,572,6527,1460,13080,0,10,2004,-21,0,401,504,1000
15-JAN-2021,24,42270,42879,38509,588,6527,1610,13080,0,9,2003,-4,0,401,504,1000
15-JAN-2021,25,42475,43085,38690,614,6527,1690,13080,0,10,2003,-2,0,400,504,999
15-JAN-2021,26,42471,43079,38667,640,6527,1810,13080,0,8,2003,-1,0,401,504,1000
15-JAN-2021,27,41896,42502,38146,677,6527,1820,13080,0,6,2004,-2,0,401,504,1000
15-JAN-2021,28,41302,41908,37666,714,6527,1650,13080,0,6,2004,-2,0,401,504,1000
15-JAN-2021,29,41142,41750,37589,751,6527,1350,13080,0,8,2003,-1,0,401,504,971
15-JAN-2021,30,41008,41618,37503,788,6527,984,13080,0,10,2004,-2,1,384,504,970
15-JAN-2021,31,40989,41603,37505,867,6527,555,13080,0,14,2004,-2,1,323,504,903
15-JAN-2021,32,41502,42114,38101,945,6527,218,13080,0,12,2004,-1,0,323,504,901
15-JAN-2021,33,42495,43103,38996,1028,6527,25,13080,0,8,2002,-2,0,323,504,1015
15-JAN-2021,34,44413,45015,40703,1110,6527,0,13080,0,2,2003,-1,0,323,504,1020
15-JAN-2021,35,45341,45943,41545,1184,6527,0,13080,0,2,2003,-2,0,323,504,947
15-JAN-2021,36,45487,46089,41764,1258,6527,0,13080,0,2,2003,-2,0,323,504,945
15-JAN-2021,37,45011,45614,41472,1325,6527,0,13080,0,3,2004,-2,0,323,504,778
15-JAN-2021,38,43725,44336,40278,1392,6527,0,13080,0,11,2004,-2,0,323,504,770
15-JAN-2021,39,41883,42496,38637,1459,6527,0,13080,0,13,2004,-3,0,323,504,360
15-JAN-2021,40,40651,41266,37603,1525,6527,0,13080,0,15,2004,-3,0,313,504,346
15-JAN-2021,41,38968,39581,36018,1584,6527,0,13080,0,13,1858,-3,0,260,504,794
15-JAN-2021,42,37203,37816,34493,1642,6527,0,13080,0,13,1847,-3,0,260,504,812
15-JAN-2021,43,35291,35904,32857,1715,6527,0,13080,0,13,1313,-3,0,260,504,409
15-JAN-2021,44,33920,34533,31668,1788,6527,0,13080,0,13,1282,-3,1,260,504,391
15-JAN-2021,45,31805,32418,29709,1868,6527,0,13080,0,13,737,-3,0,260,504,64
15-JAN-2021,46,30244,30856,28112,1948,6527,0,13080,0,12,743,-3,0,260,504,69
15-JAN-2021,47,28393,29007,26471,2048,6527,0,13080,0,14,1732,-3,0,252,436,855
15-JAN-2021,48,26856,27573,25040,2148,6527,0,13080,0,117,1804,-3,1,252,335,903
16-JAN-2021,1,26396,27012,24761,2254,6527,0,13080,0,16,1708,-3,0,252,446,857
16-JAN-2021,2,26465,27107,24910,2359,6527,0,13080,0,42,1704,-3,1,252,451,855
16-JAN-2021,3,25843,26572,24331,2435,6527,0,13080,0,129,1705,-3,0,222,309,855
16-JAN-2021,4,24919,26061,23502,2510,6527,0,13080,0,542,1704,-3,0,252,162,855
16-JAN-2021,5,24234,25838,22886,2610,6527,0,13080,0,1004,1506,-3,0,252,111,748
16-JAN-2021,6,23758,25581,22403,2710,6527,0,13080,0,1223,1468,-3,0,252,97,740
16-JAN-2021,7,23009,24812,21609,2789,6527,0,13080,0,1203,501,-4,0,252,219,286
16-JAN-2021,8,22550,24421,21165,2868,6527,0,13080,0,1271,424,-4,1,252,162,254
16-JAN-2021,9,22141,24536,20850,2921,6527,0,13080,0,1164,-200,-4,0,252,259,-431
16-JAN-2021,10,21991,24546,20717,2973,6527,0,13080,0,1253,-235,-4,0,252,216,-467
16-JAN-2021,11,22177,24945,20869,3004,6527,0,13080,0,1207,-629,-3,0,252,240,-332
16-JAN-2021,12,22595,25181,21315,3034,6527,0,13080,0,1036,-636,-3,0,252,252,-314
16-JAN-2021,13,23869,25043,22485,3022,6527,0,13080,0,568,-6,-3,1,252,186,424
16-JAN-2021,14,24787,25783,23251,3009,6527,0,13080,0,396,29,-3,0,252,249,466
16-JAN-2021,15,26061,26843,24443,2914,6527,0,13080,0,182,360,-3,1,252,235,465
16-JAN-2021,16,26925,27686,25212,2819,6527,0,13080,0,161,385,-1,0,252,172,465
16-JAN-2021,17,28304,28994,26578,2761,6527,0,13080,0,90,1088,-1,0,197,54,659
16-JAN-2021,18,29995,30605,28061,2702,6527,8,13080,0,10,1145,-1,0,233,129,666
16-JAN-2021,19,31997,32608,29864,2661,6527,80,13080,0,11,1930,-1,0,223,37,645
16-JAN-2021,20,33057,33666,30898,2619,6527,224,13080,0,9,1977,-1,0,153,125,642
16-JAN-2021,21,34021,34629,31799,2613,6527,570,13080,0,8,1837,-1,0,232,278,312
16-JAN-2021,22,34530,35140,32245,2606,6527,1070,13080,0,10,1832,-2,0,235,264,307
16-JAN-2021,23,34657,35266,32316,2604,6527,1540,13080,0,9,1995,-1,0,235,257,909
16-JAN-2021,24,34710,35317,32319,2601,6527,2080,13080,0,7,2002,-2,0,237,380,940
16-JAN-2021,25,35017,35624,32602,2609,6527,2290,13080,0,7,2002,-1,0,272,495,899
16-JAN-2021,26,35094,35702,32707,2617,6527,2130,13080,0,8,1994,-1,0,279,459,898
16-JAN-2021,27,34947,35554,32608,2606,6527,1780,13080,0,7,1371,-2,0,279,315,696
16-JAN-2021,28,34347,34955,32097,2594,6527,1490,13080,0,8,1339,-2,0,224,165,689
16-JAN-2021,29,34108,34716,31913,2556,6527,1140,13080,0,8,1212,-2,0,274,79,457
16-JAN-2021,30,34279,34887,32137,2517,6527,715,13080,0,8,1208,-1,0,204,13,437
16-JAN-2021,31,34581,35432,32434,2407,6527,296,13080,0,8,1319,-2,1,203,132,-243
16-JAN-2021,32,34911,35773,32789,2297,6527,104,13080,0,16,1326,-2,0,251,147,-246
16-JAN-2021,33,36104,36724,33790,2240,6527,12,13080,0,20,1783,-2,1,252,21,750
16-JAN-2021,34,38350,38958,35791,2182,6527,0,13080,0,8,1803,-2,0,252,11,820
16-JAN-2021,35,39645,40250,36903,2176,6527,0,13080,21,5,1995,-2,0,252,101,1013
16-JAN-2021,36,39964,40572,37276,2169,6527,0,13080,72,8,2002,-2,1,239,53,1019
16-JAN-2021,37,39621,40228,36970,2207,6527,0,13080,19,7,2003,-2,0,122,0,1019
16-JAN-2021,38,38638,39250,35952,2245,6527,0,13080,0,12,2003,-2,0,95,0,1019
16-JAN-2021,39,37141,37755,34556,2246,6527,0,13080,0,14,1930,-2,0,146,0,976
16-JAN-2021,40,36021,36635,33541,2246,6527,0,13080,0,14,1928,-2,0,48,0,971
16-JAN-2021,41,34461,35071,32137,2233,6527,0,13080,0,10,1928,-2,0,113,0,488
16-JAN-2021,42,33228,33837,30986,2220,6527,0,13080,0,9,1928,-2,1,237,14,466
16-JAN-2021,43,31614,32224,29478,2202,6527,0,13080,0,10,1736,-2,0,252,120,574
16-JAN-2021,44,30195,30807,28151,2183,6527,0,13080,0,12,1729,-2,0,252,68,578
16-JAN-2021,45,28784,29396,26767,2175,6527,0,13080,0,12,1539,-2,0,252,18,424
16-JAN-2021,46,27756,28374,25576,2167,6527,0,13080,0,18,1532,-2,0,252,1,419
16-JAN-2021,47,26058,27181,24119,2155,6527,0,13080,0,523,1365,-2,0,261,53,260
16-JAN-2021,48,25127,26498,23252,2143,6527,0,13080,0,771,1358,-2,0,243,9,255
17-JAN-2021,1,25034,26438,23151,2159,6527,0,13080,0,804,1358,-2,0,161,0,498
17-JAN-2021,2,25511,26732,23719,2174,6527,0,13080,0,621,1358,-2,1,145,0,508
17-JAN-2021,3,25021,26362,23312,2183,6527,0,13080,0,741,1307,-2,0,52,0,571
17-JAN-2021,4,24312,25765,22646,2191,6527,0,13080,0,853,1306,-2,0,22,0,572
17-JAN-2021,5,23788,25302,22179,2183,6527,0,13080,0,914,1303,-2,1,24,0,280
17-JAN-2021,6,23284,24793,21745,2175,6527,0,13080,0,909,1303,-2,0,14,0,267
17-JAN-2021,7,22712,24508,21134,2142,6527,0,13080,0,1050,1059,-2,0,14,0,-146
17-JAN-2021,8,22376,24305,20735,2109,6527,0,13080,0,1165,1049,-2,0,14,0,-164
17-JAN-2021,9,22138,23967,20413,2095,6527,0,13080,0,1159,911,-2,0,14,0,-70
17-JAN-2021,10,21974,23739,20297,2080,6527,0,13080,0,1101,903,-2,0,14,0,-64
17-JAN-2021,11,22153,23646,20519,2033,6527,0,13080,0,893,460,-2,0,14,0,326
17-JAN-2021,12,22380,23870,20673,1986,6527,0,13080,0,890,444,-2,0,14,0,341
17-JAN-2021,13,23377,24847,21551,1945,6527,0,13080,0,819,874,-2,0,-51,0,386
17-JAN-2021,14,23795,25107,21927,1904,6527,0,13080,0,587,880,-2,0,-125,0,387
17-JAN-2021,15,24772,25418,22839,1872,6527,0,13080,0,20,189,-2,0,-26,0,278
17-JAN-2021,16,25333,25968,23395,1839,6527,0,13080,0,15,215,-2,0,-20,0,275
17-JAN-2021,17,26581,27248,24584,1810,6527,69,13080,0,12,1488,-2,0,-18,-37,611
17-JAN-2021,18,27706,28316,25651,1781,6527,583,13080,0,10,1603,-2,0,70,45,625
17-JAN-2021,19,28787,29401,26633,1749,6527,1390,13080,0,14,1892,-2,0,39,3,808
17-JAN-2021,20,29722,30333,27383,1717,6527,2270,13080,0,11,1903,-2,0,124,0,815
17-JAN-2021,21,30273,30883,27823,1723,6527,2750,13080,0,10,1902,-2,0,38,0,807
17-JAN-2021,22,30550,31160,27990,1729,6527,3180,13080,0,10,1902,-2,0,67,0,806
17-JAN-2021,23,31186,31924,28483,1736,6527,3340,13080,0,10,1874,-2,0,-73,-55,556
17-JAN-2021,24,31708,32468,28986,1742,6527,3240,13080,0,10,1873,-2,0,-140,-10,546
17-JAN-2021,25,32767,33466,30042,1736,6527,2820,13080,0,9,1998,-2,0,-90,0,729
17-JAN-2021,26,33622,34232,30856,1730,6527,2360,13080,0,10,2004,-2,0,18,0,736
17-JAN-2021,27,34125,34735,31316,1692,6527,1750,13080,0,10,2004,-2,0,76,0,719
17-JAN-2021,28,34334,34961,31618,1653,6527,1340,13080,0,11,2004,-2,0,-16,0,718
17-JAN-2021,29,34627,35240,31936,1623,6527,1060,13080,0,13,2004,-2,0,78,0,751
17-JAN-2021,30,34999,35613,32316,1593,6527,761,13080,0,14,2003,-2,0,60,0,751
17-JAN-2021,31,35983,36596,33248,1595,6527,437,13080,0,13,2004,-2,0,14,0,706
17-JAN-2021,32,36881,37491,34088,1597,6527,133,13080,0,10,2004,-2,0,31,0,705
17-JAN-2021,33,38541,39153,35594,1648,6527,7,13080,0,12,2003,-2,0,151,0,694
17-JAN-2021,34,40671,41280,37554,1699,6527,0,13080,0,9,2004,-2,0,269,53,694
17-JAN-2021,35,41557,42166,38384,1734,6527,0,13080,0,9,2003,-2,0,165,10,888
17-JAN-2021,36,41410,42019,38374,1768,6527,0,13080,0,9,2003,-2,0,83,27,895
17-JAN-2021,37,40537,41144,37648,1812,6527,0,13080,0,7,2004,-2,0,23,0,686
17-JAN-2021,38,39439,40085,36615,1855,6527,0,13080,0,6,2004,-2,1,-40,0,678
17-JAN-2021,39,37986,38592,35315,1866,6527,0,13080,0,6,2004,-2,0,12,0,535
17-JAN-2021,40,36049,36658,33503,1877,6527,0,13080,0,9,2004,-2,0,14,0,530
17-JAN-2021,41,34875,35531,32382,1902,6527,0,13080,0,8,2003,-2,0,-48,0,710
17-JAN-2021,42,33335,33982,30975,1926,6527,0,13080,0,11,2003,-2,0,37,-36,716
17-JAN-2021,43,31798,32407,29566,1929,6527,0,13080,0,9,2003,-2,0,168,21,886
17-JAN-2021,44,30340,30955,28314,1932,6527,0,13080,0,15,2003,-2,0,119,91,892
17-JAN-2021,45,28693,29306,26833,1958,6527,0,13080,0,13,1924,-2,0,48,3,844
17-JAN-2021,46,27223,27836,25425,1984,6527,0,13080,0,13,1919,-2,1,23,0,837
17-JAN-2021,47,25622,26235,23944,2026,6527,0,13080,0,13,1525,-2,0,14,0,349
17-JAN-2021,48,24653,25568,23097,2067,6527,0,13080,0,315,1509,-2,0,19,0,326
18-JAN-2021,1,24455,25638,22956,2092,6527,0,13080,0,583,1509,-2,0,35,0,36
18-JAN-2021,2,24916,26052,23428,2116,6527,0,13080,0,536,1509,-2,1,167,0,27
18-JAN-2021,3,24754,26035,23288,2131,6527,0,13080,0,681,1486,-2,0,212,0,441
18-JAN-2021,4,24173,25622,22788,2146,6527,0,13080,0,849,1485,-2,0,90,0,454
18-JAN-2021,5,23709,25303,22386,2163,6527,0,13080,0,932,1502,-2,1,14,0,-62
18-JAN-2021,6,23512,25433,22159,2180,6527,0,13080,0,1235,1503,-2,0,14,0,-86
18-JAN-2021,7,23246,25106,21824,2129,6527,0,13080,0,1015,1322,-2,0,14,0,-245
18-JAN-2021,8,22929,24976,21495,2078,6527,0,13080,0,1201,1305,-2,0,51,0,-246
18-JAN-2021,9,22872,24523,21315,2052,6527,0,13080,0,1051,625,-2,0,98,0,250
18-JAN-2021,10,23035,24732,21412,2026,6527,0,13080,0,1097,554,-2,0,98,0,275
18-JAN-2021,11,23648,25489,22008,1994,6527,0,13080,0,790,-451,-2,0,145,53,695
18-JAN-2021,12,24633,26054,22889,1961,6527,1,13080,0,294,-527,-2,0,231,53,713
18-JAN-2021,13,27093,28564,25092,1942,6527,0,13080,0,22,-849,-2,0,360,189,574
18-JAN-2021,14,29363,30844,27225,1923,6527,0,13080,0,19,-862,-2,0,341,151,569
18-JAN-2021,15,32190,33936,29860,1898,6527,0,13080,0,18,-1128,-2,0,198,17,335
