SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW
06-FEB-2021,32,33289,34328,30908,2507,6527,418,13080,0,9,2003,987,0,-430,0,840
06-FEB-2021,33,34353,35378,31876,2551,6527,200,13080,0,9,2004,819,0,-416,0,668
06-FEB-2021,34,35776,36707,33162,2595,6527,39,13080,0,14,2003,812,0,-317,34,663
06-FEB-2021,35,37868,38902,35134,2648,6527,0,13080,0,9,2002,980,0,-425,0,1006
06-FEB-2021,36,39137,40200,36257,2700,6527,0,13080,0,4,2002,992,0,-455,-4,1019
06-FEB-2021,37,38607,39720,35876,2779,6527,0,13080,0,8,2002,992,0,-452,-53,1020
06-FEB-2021,38,38029,39138,35289,2857,6527,0,13080,0,9,2002,992,0,-354,-146,1019
06-FEB-2021,39,36698,37601,33990,2886,6527,0,13080,0,6,2002,992,0,-249,-48,1020
06-FEB-2021,40,35330,36146,32668,2914,6527,0,13080,0,3,2002,992,0,-100,-113,1019
06-FEB-2021,41,33972,34598,31361,2914,6527,0,13080,0,3,2002,992,0,21,-23,1020
06-FEB-2021,42,32699,33302,30172,2914,6527,0,13080,0,3,2001,988,0,106,0,1020
06-FEB-2021,43,31336,31939,28945,2926,6527,0,13080,0,3,1716,856,0,23,0,858
06-FEB-2021,44,30140,30783,27890,2937,6527,0,13080,0,3,1704,845,0,-40,0,853
06-FEB-2021,45,28655,29258,26497,2948,6527,0,13080,0,3,1515,758,0,67,0,758
06-FEB-2021,46,27327,27993,25242,2958,6527,0,13080,0,66,1479,741,0,50,0,755
06-FEB-2021,47,25895,26628,23939,2918,6527,0,13080,0,11,533,334,0,-55,-67,650
06-FEB-2021,48,24931,25806,23031,2878,6527,0,13080,0,11,466,303,0,-103,-161,647
07-FEB-2021,1,24710,25481,22830,2893,6527,0,13080,0,77,591,187,0,-55,-39,666
07-FEB-2021,2,25072,26062,23142,2907,6527,0,13080,0,326,596,185,0,-64,0,666
07-FEB-2021,3,24668,26272,22751,2915,6527,0,13080,0,960,586,370,0,-44,0,676
07-FEB-2021,4,23839,25805,22020,2923,6527,0,13080,0,1261,585,381,0,-105,0,677
07-FEB-2021,5,23209,25258,21459,2923,6527,0,13080,0,1254,633,337,0,-195,0,672
07-FEB-2021,6,22944,24990,21236,2922,6527,0,13080,0,1243,635,332,0,-203,0,672
07-FEB-2021,7,22416,24523,20804,2914,6527,0,13080,0,1224,711,261,0,-283,0,684
07-FEB-2021,8,21926,24166,20344,2906,6527,0,13080,0,1279,714,252,0,-361,0,684
07-FEB-2021,9,21511,23739,19804,2919,6527,0,13080,0,1267,452,91,0,-361,0,686
07-FEB-2021,10,21351,23554,19631,2932,6527,0,13080,0,1261,442,69,0,-342,0,685
07-FEB-2021,11,21373,23566,19625,2925,6527,0,13080,0,1261,513,-333,0,-250,-82,644
07-FEB-2021,12,21514,23623,19747,2917,6527,0,13080,0,1249,516,-348,0,-100,-160,642
07-FEB-2021,13,22456,24279,20590,2905,6527,0,13080,0,1191,484,130,0,17,-32,636
07-FEB-2021,14,23156,24846,21239,2892,6527,0,13080,0,1090,485,170,0,114,0,635
07-FEB-2021,15,24187,25749,22198,2874,6527,0,13080,0,962,854,393,0,127,0,419
07-FEB-2021,16,24821,26122,22758,2856,6527,2,13080,0,701,873,410,0,191,0,411
07-FEB-2021,17,26247,27037,24070,2904,6527,59,13080,0,190,1346,462,0,328,19,610
07-FEB-2021,18,27674,28282,25413,2951,6527,201,13080,0,8,1369,467,0,356,153,618
07-FEB-2021,19,29393,30002,27057,2994,6527,422,13080,0,9,1692,526,0,356,306,845
07-FEB-2021,20,30678,31287,28176,3036,6527,633,13080,0,9,1705,526,0,356,370,854
07-FEB-2021,21,31695,32300,29068,3155,6527,998,13080,0,5,1892,414,0,356,439,727
07-FEB-2021,22,32463,33068,29769,3274,6527,1380,13080,0,5,1899,405,0,354,452,723
07-FEB-2021,23,33122,33727,30400,3329,6527,1500,13080,0,5,1998,355,0,288,317,989
07-FEB-2021,24,33919,34524,31025,3383,6527,1860,13080,0,5,2001,354,0,319,390,999
07-FEB-2021,25,34837,35442,31865,3409,6527,1810,13080,0,5,2001,451,0,319,499,1000
07-FEB-2021,26,35286,35897,32244,3435,6527,1690,13080,0,11,2001,458,0,319,504,1000
07-FEB-2021,27,35498,36108,32443,3428,6527,1540,13080,0,10,2001,462,0,319,504,951
07-FEB-2021,28,35340,35947,32302,3420,6527,1340,13080,0,7,2002,476,0,319,504,949
07-FEB-2021,29,35438,36043,32400,3379,6527,1010,13080,0,5,2001,959,0,319,504,950
07-FEB-2021,30,35616,36222,32537,3338,6527,758,13080,0,6,2002,992,0,307,459,950
07-FEB-2021,31,36198,36803,33088,3201,6527,481,13080,0,5,2001,992,0,362,317,998
07-FEB-2021,32,37021,37628,33899,3064,6527,313,13080,0,7,2001,992,0,376,255,999
07-FEB-2021,33,38466,39079,35194,3001,6527,128,13080,0,13,2001,992,0,377,346,1019
07-FEB-2021,34,39640,40250,36250,2937,6527,18,13080,0,10,2001,992,0,377,481,1020
07-FEB-2021,35,41158,41766,37558,2915,6527,0,13080,0,8,2001,992,0,376,504,1020
07-FEB-2021,36,41747,42356,38124,2893,6527,0,13080,0,9,2001,992,0,377,504,1019
07-FEB-2021,37,40930,41538,37490,2945,6527,0,13080,0,8,2002,992,0,365,420,758
07-FEB-2021,38,39971,40576,36614,2997,6527,0,13080,0,5,2002,992,0,283,308,748
07-FEB-2021,39,38382,38992,35191,2996,6527,0,13080,0,10,2002,991,0,367,396,686
07-FEB-2021,40,36616,37227,33560,2994,6527,0,13080,0,11,2002,991,0,370,306,684
07-FEB-2021,41,35454,36063,32472,2965,6527,0,13080,0,9,2001,992,0,383,280,900
07-FEB-2021,42,34190,34796,31317,2935,6527,0,13080,0,6,2002,991,0,384,347,909
07-FEB-2021,43,32626,33229,29920,2909,6527,0,13080,0,3,1906,947,0,384,482,735
07-FEB-2021,44,30970,31578,28367,2883,6527,0,13080,0,8,1902,938,0,383,500,729
07-FEB-2021,45,29414,30098,26887,2854,6527,0,13080,0,84,1712,720,0,370,409,726
07-FEB-2021,46,27772,28457,25281,2825,6527,0,13080,0,85,1692,704,0,247,316,726
07-FEB-2021,47,26180,26970,23809,2746,6527,0,13080,0,190,994,673,0,234,327,708
07-FEB-2021,48,25212,26291,22916,2666,6527,0,13080,0,479,955,664,0,344,377,707
08-FEB-2021,1,25041,26212,22818,2662,6527,0,13080,0,571,1116,412,0,274,405,707
08-FEB-2021,2,25514,26421,23273,2657,6527,0,13080,0,307,1122,388,0,359,405,707
08-FEB-2021,3,25503,26496,23212,2626,6527,0,13080,0,393,1344,127,0,381,405,706
08-FEB-2021,4,25019,26186,22752,2595,6527,0,13080,0,567,1353,112,0,366,405,706
08-FEB-2021,5,24816,26179,22546,2583,6527,0,13080,0,763,1170,215,0,401,405,706
08-FEB-2021,6,24587,26009,22312,2570,6527,0,13080,0,822,1163,215,0,389,405,706
08-FEB-2021,7,24473,25874,22158,2532,6527,0,13080,0,801,1236,-36,0,401,405,706
08-FEB-2021,8,24230,25915,21950,2493,6527,0,13080,0,1085,1332,-43,0,401,405,706
08-FEB-2021,9,24377,26027,22053,2499,6527,0,13080,0,1050,1176,300,117,401,405,700
08-FEB-2021,10,24493,26033,22200,2505,6527,0,13080,0,940,1180,326,198,401,405,700
08-FEB-2021,11,25116,26136,22759,2517,6527,0,13080,0,420,1036,444,52,387,405,753
08-FEB-2021,12,26335,27173,23862,2528,6527,2,13080,0,238,1031,451,154,292,360,755
08-FEB-2021,13,28636,29289,26010,2529,6527,0,13080,0,53,1262,416,198,379,285,925
08-FEB-2021,14,30897,31508,28122,2530,6527,1,13080,0,11,1252,396,198,402,192,931
08-FEB-2021,15,33842,34451,30806,2522,6527,0,13080,0,9,441,-242,389,402,62,855
08-FEB-2021,16,35910,36522,32706,2514,6527,7,13080,0,12,424,-283,397,402,74,852
08-FEB-2021,17,38335,38949,34991,2571,6527,132,13080,0,14,1424,-161,397,402,98,995
08-FEB-2021,18,40104,40715,36677,2628,6527,430,13080,0,11,1497,-133,396,388,92,999
08-FEB-2021,19,41052,41665,37607,2685,6527,844,13080,0,13,1745,601,587,277,3,856
08-FEB-2021,20,41251,41861,37762,2742,6527,1360,13080,0,10,1754,648,595,278,0,849
08-FEB-2021,21,41370,41979,37864,2850,6527,1600,13080,0,9,1755,514,784,217,0,459
08-FEB-2021,22,41272,41883,37925,2957,6527,1960,13080,0,11,1755,500,793,327,0,443
08-FEB-2021,23,41163,41773,37845,3006,6527,2170,13080,0,10,1755,338,793,367,66,486
08-FEB-2021,24,41259,41866,38023,3054,6527,2120,13080,0,7,1755,330,792,391,212,488
08-FEB-2021,25,42032,42639,38696,3066,6527,2010,13080,0,7,1755,440,995,391,214,734
08-FEB-2021,26,42054,42665,38809,3078,6527,1890,13080,0,11,1750,454,927,345,236,743
08-FEB-2021,27,41852,42462,38608,3066,6527,1910,13080,0,10,1256,673,120,388,376,807
08-FEB-2021,28,41393,42002,38215,3054,6527,1890,13080,0,9,1233,682,104,380,307,810
08-FEB-2021,29,41233,41841,38132,3002,6527,1640,13080,0,8,1233,450,104,299,160,884
08-FEB-2021,30,41294,41902,38082,2949,6527,1360,13080,0,8,1233,430,104,382,100,883
08-FEB-2021,31,41537,42147,38200,2811,6527,900,13080,0,10,1426,260,104,401,238,422
08-FEB-2021,32,41893,42502,38495,2673,6527,585,13080,0,9,1434,245,104,402,211,402
08-FEB-2021,33,42504,43119,39000,2571,6527,265,13080,0,15,1670,107,104,402,79,398
08-FEB-2021,34,43200,43806,39598,2468,6527,42,13080,0,6,1679,106,103,402,132,401
08-FEB-2021,35,44292,44900,40413,2431,6527,1,13080,0,8,1894,403,104,394,27,845
08-FEB-2021,36,45418,46022,41405,2394,6527,0,13080,0,4,1902,432,103,299,0,865
08-FEB-2021,37,45551,46156,41602,2387,6527,0,13080,0,5,1901,728,104,333,17,1014
08-FEB-2021,38,44538,45147,40649,2380,6527,1,13080,0,9,1901,745,104,275,0,1020
08-FEB-2021,39,43433,44050,39727,2338,6527,0,13080,0,17,1998,627,103,372,0,829
08-FEB-2021,40,42084,42697,38478,2296,6527,0,13080,0,13,2002,619,104,328,0,823
08-FEB-2021,41,40688,41298,37120,2232,6527,0,13080,0,10,2002,621,104,382,23,1013
08-FEB-2021,42,38874,39482,35493,2167,6527,0,13080,0,8,2001,625,104,294,162,1020
08-FEB-2021,43,37472,38079,34270,2114,6527,0,13080,0,7,2001,786,104,380,314,1000
08-FEB-2021,44,35792,36399,32795,2061,6527,0,13080,0,7,1985,794,104,387,311,1000
08-FEB-2021,45,33722,34329,30872,2021,6527,0,13080,0,7,1221,684,104,292,165,976
08-FEB-2021,46,31777,32390,28974,1980,6527,0,13080,0,13,1177,679,104,380,161,975
08-FEB-2021,47,29891,30817,27227,1900,6527,0,13080,0,326,1525,780,666,401,235,904
08-FEB-2021,48,28691,29709,26085,1820,6527,0,13080,0,418,1539,786,742,401,252,902
