SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
26-OCT-2018,4,22569,A,21930,24278,23633,21059,1737,5911,0,13052,0,1209,1202,896,712,175,504,888,712,175,500
26-OCT-2018,5,22553,A,21860,24271,23573,20951,1736,5911,0,13052,0,1218,1213,1262,712,175,504,1254,711,175,500
26-OCT-2018,6,22249,A,21454,23963,23162,20569,1734,5911,0,13052,0,1214,1208,1278,712,175,504,1253,712,175,500
26-OCT-2018,7,21838,A,20938,23539,22634,20074,1735,5911,0,13052,0,1201,1196,820,712,175,504,797,711,175,500
26-OCT-2018,8,21599,A,20667,23303,22368,19862,1735,5911,0,13052,0,1204,1201,817,713,175,504,798,711,175,500
26-OCT-2018,9,21246,A,20357,22925,22031,19605,1731,5911,0,13052,0,1179,1175,315,711,175,504,294,710,175,500
26-OCT-2018,10,21440,A,20655,23125,22334,19792,1727,5911,0,13052,0,1185,1179,299,711,175,504,295,711,175,500
26-OCT-2018,11,22131,A,21442,23801,23108,20466,1763,5911,0,13052,0,1170,1166,425,794,175,504,420,796,175,500
26-OCT-2018,12,23412,A,22769,25072,24420,21646,1799,5911,0,13052,0,1160,1151,442,797,175,504,419,798,175,500
26-OCT-2018,13,26210,A,25687,27491,26979,24213,1812,5911,0,13052,0,403,363,-378,897,175,498,-397,901,175,492
26-OCT-2018,14,28880,A,28345,29805,29286,26574,1825,5911,0,13052,0,13,12,-412,902,97,385,-395,903,92,376
26-OCT-2018,15,32257,A,31621,32853,32135,29510,1824,5911,0,13052,0,14,12,338,991,-82,234,351,994,-87,226
26-OCT-2018,16,33975,A,33263,34679,33778,31045,1823,5911,0,13052,0,12,15,353,994,-192,80,351,995,-196,76
26-OCT-2018,17,35128,A,34409,36045,34923,32179,1852,5911,62,13052,0,10,10,770,1056,-340,-67,776,1060,-345,-74
26-OCT-2018,18,35488,A,34493,36506,35008,32587,1880,5911,404,13052,0,13,15,799,1059,-414,-91,774,1060,-412,-87
26-OCT-2018,19,35462,A,34409,36450,34925,32528,1955,5911,1060,13052,0,12,14,454,1058,-414,-62,448,1060,-413,-65
26-OCT-2018,20,34900,A,33825,35906,34341,32008,2030,5911,1940,13052,0,10,12,464,1058,-414,-82,435,1061,-413,-80
26-OCT-2018,21,33741,A,32658,35228,33794,30860,2092,5911,2960,13052,0,11,14,-595,1059,-378,-3,-616,1060,-376,-2
26-OCT-2018,22,33092,A,32017,34569,33154,30296,2154,5911,3550,13052,0,11,16,-607,1059,-359,0,-615,1060,-351,0
26-OCT-2018,23,32734,A,31652,34837,33698,30067,2216,5911,3860,13052,0,10,14,-1381,1059,-212,0,-1381,1060,-205,0
26-OCT-2018,24,32434,A,31403,34479,33445,29802,2278,5911,4210,13052,0,9,8,-1408,1059,-99,-29,-1393,1060,-90,-30
26-OCT-2018,25,32103,A,31107,33899,32911,29557,2362,5911,4210,13052,0,12,16,-1284,1005,37,0,-1266,1002,41,0
26-OCT-2018,26,31617,A,30442,33408,32246,29174,2445,5911,4300,13052,0,13,14,-1278,1001,37,0,-1266,1002,40,0
26-OCT-2018,27,30996,A,29661,32863,31535,28497,2505,5911,4690,13052,0,18,19,-1349,1001,89,60,-1338,1001,92,66
26-OCT-2018,28,30530,A,29274,32393,31145,28166,2564,5911,4010,13052,0,13,14,-1350,1000,84,66,-1338,1002,85,70
26-OCT-2018,29,30621,A,29314,32591,31297,28303,2574,5911,4350,13052,0,12,12,-1458,1000,59,181,-1448,1002,61,183
26-OCT-2018,30,30313,A,29010,32290,30991,28039,2584,5911,3860,13052,0,15,16,-1462,1000,83,182,-1448,1001,85,184
26-OCT-2018,31,30665,A,29454,32590,31387,28380,2557,5911,2870,13052,0,10,10,-1415,1001,70,306,-1403,1002,72,310
26-OCT-2018,32,31312,A,30068,33253,32004,29030,2530,5911,2610,13052,0,11,16,-1430,1000,93,320,-1379,997,96,311
26-OCT-2018,33,32484,A,31290,32998,31805,30170,2436,5911,2090,13052,0,14,16,265,719,134,174,304,708,134,170
26-OCT-2018,34,33805,A,32619,34315,33134,31355,2342,5911,1110,13052,0,10,12,317,705,104,164,324,709,101,161
26-OCT-2018,35,35558,A,34328,36068,34839,32966,2301,5911,323,13052,0,10,6,1374,1042,16,37,1381,1055,17,34
26-OCT-2018,36,36766,A,35505,37347,36018,34049,2260,5911,12,13052,0,12,10,1397,1059,-69,0,1379,1060,-74,0
26-OCT-2018,37,38257,A,36968,38987,37481,35335,2216,5911,0,13052,0,10,10,1545,1058,-220,0,1528,1060,-223,0
26-OCT-2018,38,38249,A,36935,39009,37447,35314,2172,5911,0,13052,0,9,8,1544,1059,-251,0,1528,1060,-253,0
26-OCT-2018,39,37240,A,35884,38131,36399,34395,2210,5911,0,13052,0,10,5,1881,1059,-381,0,1868,1061,-384,0
26-OCT-2018,40,36270,A,34981,37194,35491,33549,2248,5911,0,13052,0,10,10,1902,1059,-412,-2,1846,1060,-410,-9
26-OCT-2018,41,35098,A,33789,35932,34298,32302,2246,5911,0,13052,0,9,9,366,1059,-325,0,321,1060,-319,-5
26-OCT-2018,42,33813,A,32499,34580,33015,31132,2244,5911,0,13052,0,10,12,322,1059,-245,-12,323,1060,-237,-15
26-OCT-2018,43,32284,A,31024,32891,31541,29792,2245,5911,0,13052,0,11,14,229,1003,-96,0,222,1002,-87,0
26-OCT-2018,44,30790,A,29551,31301,30067,28458,2246,5911,0,13052,0,11,16,236,1000,30,0,222,1001,37,0
26-OCT-2018,45,29100,A,27838,30048,28814,26907,2233,5911,0,13052,0,11,12,-437,907,151,0,-453,904,154,0
26-OCT-2018,46,27544,A,26252,28535,27220,25382,2219,5911,0,13052,0,11,10,-480,902,176,0,-451,902,175,0
26-OCT-2018,47,25880,A,24594,26401,25109,23830,2210,5911,0,13052,0,21,12,731,721,148,0,749,712,146,0
26-OCT-2018,48,24549,A,23229,25064,23749,22571,2201,5911,0,13052,0,15,20,764,711,157,0,747,710,158,0
27-OCT-2018,1,23289,A,22008,23873,22599,21376,2165,5911,0,13052,0,84,88,585,665,210,54,573,662,210,58
27-OCT-2018,2,22656,A,21401,23247,21989,20779,2129,5911,0,13052,0,91,102,582,662,210,10,573,662,210,9
27-OCT-2018,3,22532,A,21311,23165,21905,20816,2151,5911,0,13052,0,133,127,585,662,210,12,575,661,210,17
27-OCT-2018,4,22770,A,21432,23450,22126,21172,2172,5911,0,13052,0,180,193,586,662,210,30,575,662,210,31
27-OCT-2018,5,22506,A,21151,23780,22415,20939,2174,5911,0,13052,0,774,783,520,662,210,1,510,661,210,4
27-OCT-2018,6,22174,A,20813,23594,22230,20561,2176,5911,0,13052,0,920,917,519,663,210,0,510,661,211,5
27-OCT-2018,7,21948,A,20509,23372,21938,20227,2192,5911,0,13052,0,924,936,519,662,202,0,510,661,199,0
27-OCT-2018,8,21669,A,20253,23120,21823,19963,2207,5911,0,13052,0,951,1107,519,662,198,0,510,660,199,0
27-OCT-2018,9,21347,A,19893,22764,21458,19721,2174,5911,0,13052,0,917,1065,477,523,210,22,467,516,210,27
27-OCT-2018,10,21165,A,19709,22586,21277,19628,2140,5911,0,13052,0,921,1068,476,516,211,21,467,513,210,28
27-OCT-2018,11,21457,A,20038,22862,21441,19803,2123,5911,0,13052,0,905,902,518,339,211,150,510,331,210,154
27-OCT-2018,12,22024,A,20712,23362,22047,20230,2106,5911,0,13052,0,838,831,520,330,211,225,509,328,210,230
27-OCT-2018,13,23732,A,22426,24750,23449,21793,2093,5911,0,13052,0,518,484,374,232,211,376,363,228,210,380
27-OCT-2018,14,25277,A,23965,25793,24483,23153,2080,5911,0,13052,0,16,17,371,234,211,396,363,246,210,388
27-OCT-2018,15,27423,A,26197,27935,26712,25049,2073,5911,0,13052,0,12,14,191,861,211,246,182,881,210,238
27-OCT-2018,16,28983,A,27766,29495,28282,26435,2065,5911,7,13052,0,12,16,192,902,211,173,182,903,210,169
27-OCT-2018,17,30687,A,29460,31527,30323,27958,2060,5911,222,13052,0,8,7,-332,938,211,46,-343,941,210,43
27-OCT-2018,18,31227,A,29992,32095,30858,28509,2054,5911,874,13052,0,11,14,-357,940,205,34,-343,941,202,37
27-OCT-2018,19,31843,A,30653,32354,31168,28995,2085,5911,1880,13052,0,11,13,265,998,139,0,275,1001,137,0
27-OCT-2018,20,31701,A,30519,32215,31038,28813,2115,5911,2650,13052,0,14,13,283,1001,137,0,274,1001,135,0
27-OCT-2018,21,31291,A,30092,31801,30607,28388,2185,5911,3290,13052,0,10,12,130,1000,135,0,124,1001,137,0
27-OCT-2018,22,30827,A,29618,31336,30134,27942,2255,5911,3580,13052,0,9,12,126,1001,135,0,124,1001,138,0
27-OCT-2018,23,30356,A,29208,30867,29723,27569,2295,5911,3990,13052,0,11,11,164,1000,131,34,161,1002,126,41
27-OCT-2018,24,30292,A,29207,30798,29712,27596,2335,5911,4140,13052,0,6,5,165,1001,134,52,161,1001,141,58
27-OCT-2018,25,30380,A,29274,30886,29787,27731,2353,5911,4060,13052,0,6,6,101,1000,199,181,96,1002,196,184
27-OCT-2018,26,30245,A,29144,30754,29800,27717,2370,5911,3810,13052,0,9,154,101,1000,130,173,96,1002,130,173
27-OCT-2018,27,30099,A,29024,30825,29917,27608,2384,5911,3580,13052,0,9,165,-217,1000,204,244,-224,1002,205,244
27-OCT-2018,28,29953,A,28887,30687,29781,27421,2398,5911,2870,13052,0,8,164,-226,1001,211,245,-224,1002,210,244
27-OCT-2018,29,30239,A,29091,30996,30005,27635,2380,5911,2560,13052,0,7,161,-250,1000,199,307,-250,1002,198,306
27-OCT-2018,30,30347,A,29145,31127,30066,27745,2361,5911,2390,13052,0,11,166,-269,1001,196,304,-250,1002,195,305
27-OCT-2018,31,30833,A,29556,31343,30225,28175,2315,5911,2110,13052,0,10,167,683,1001,199,433,696,1001,199,434
27-OCT-2018,32,31144,A,29816,31657,30487,28488,2268,5911,1680,13052,0,13,167,686,1000,194,440,696,996,190,434
27-OCT-2018,33,32140,A,30775,32650,31444,29451,2199,5911,1140,13052,0,10,167,1799,648,90,373,1802,634,89,368
27-OCT-2018,34,33515,A,32260,34025,32925,30752,2129,5911,607,13052,0,10,123,1821,630,153,308,1801,636,153,300
27-OCT-2018,35,35310,A,34053,35822,34569,32365,2110,5911,157,13052,0,12,7,1997,1036,57,158,1972,1052,56,152
27-OCT-2018,36,36659,A,35438,37172,35950,33623,2091,5911,8,13052,0,13,13,1999,1060,78,76,1972,1061,76,73
27-OCT-2018,37,37610,A,36393,38244,36903,34501,2067,5911,0,13052,0,10,10,1999,1053,-70,-54,1972,1060,-74,-58
27-OCT-2018,38,37372,A,36104,38076,36614,34256,2042,5911,0,13052,0,9,11,1999,1059,-185,-10,1972,1060,-187,-9
27-OCT-2018,39,36545,A,35258,37309,35767,33504,2043,5911,0,13052,0,12,8,1998,1059,-252,0,1972,1061,-255,0
27-OCT-2018,40,35248,A,33901,36113,34415,32302,2043,5911,0,13052,0,10,15,1998,1059,-355,0,1968,1060,-353,0
27-OCT-2018,41,34149,A,32767,34927,33282,31233,2016,5911,0,13052,0,13,15,1173,1059,-265,0,1123,1060,-262,0
27-OCT-2018,42,33094,A,31701,33875,32214,30218,1989,5911,0,13052,0,10,8,1145,1059,-242,-29,1125,1060,-235,-32
27-OCT-2018,43,31881,A,30497,32487,31005,29131,1958,5911,0,13052,0,11,8,816,1003,-95,0,799,1002,-86,0
27-OCT-2018,44,30602,A,29260,31137,29774,27914,1926,5911,0,13052,0,11,13,819,1001,-24,0,799,1001,-22,0
27-OCT-2018,45,29299,A,28046,29815,28685,26682,1904,5911,0,13052,0,16,148,558,1001,46,0,546,1001,51,0
27-OCT-2018,46,27854,A,26595,28379,27360,25335,1882,5911,0,13052,0,25,264,540,1000,70,0,547,1001,72,0
27-OCT-2018,47,26277,A,25007,27079,26211,23847,1848,5911,0,13052,0,302,557,1402,953,3,0,1404,952,-1,0
27-OCT-2018,48,24871,A,23642,26008,24961,22400,1814,5911,0,13052,0,577,818,1421,950,-60,0,1402,951,-62,0
28-OCT-2018,1,23675,A,22485,24873,23799,21300,1780,5911,0,13052,0,489,728,1598,814,-209,0,1583,809,-214,0
28-OCT-2018,2,23151,A,21984,24455,23305,20816,1745,5911,0,13052,0,576,821,1604,806,-228,0,1583,807,-221,0
28-OCT-2018,3,23087,A,22070,24357,23387,20765,1724,5911,0,13052,0,576,817,1604,807,-194,0,1579,808,-192,0
28-OCT-2018,4,23406,A,22489,24470,23682,21171,1703,5911,0,13052,0,389,499,1603,805,-175,0,1583,808,-173,0
28-OCT-2018,5,23299,A,22178,24573,23468,21079,1679,5911,0,13052,0,499,628,1604,807,-175,0,1583,808,-173,0
28-OCT-2018,6,22823,A,21589,24176,22885,20595,1654,5911,0,13052,0,578,695,1604,806,-175,0,1583,808,-173,0
28-OCT-2018,7,22481,A,21232,23964,22619,20263,1635,5911,0,13052,0,644,866,1604,807,-239,0,1583,808,-243,0
28-OCT-2018,8,22275,A,20986,24026,22564,20056,1615,5911,0,13052,0,834,1099,1604,807,-317,0,1583,807,-312,0
28-OCT-2018,9,21889,A,20602,23843,22800,19614,1577,5911,0,13052,0,1080,1486,1604,807,-274,0,1583,808,-273,0
28-OCT-2018,10,21668,A,20379,23757,22570,19352,1538,5911,0,13052,0,1202,1591,1603,806,-287,0,1583,808,-286,0
28-OCT-2018,11,21526,A,20239,23623,22423,19257,1528,5911,0,13052,0,1195,1576,1603,806,-302,0,1583,807,-302,0
28-OCT-2018,12,21595,A,20370,23664,22415,19269,1518,5911,0,13052,0,1123,1341,1603,804,-346,0,1583,807,-346,0
28-OCT-2018,13,21911,A,20758,24078,22529,19478,1474,5911,0,13052,0,1184,1171,1603,804,-383,0,1583,807,-381,0
28-OCT-2018,14,22458,A,21315,24533,23088,19935,1429,5911,0,13052,0,1180,1173,1602,805,-295,0,1583,807,-286,0
28-OCT-2018,15,23593,A,22442,25063,23894,20979,1405,5911,0,13052,0,725,852,1652,828,-145,35,1631,831,-137,37
28-OCT-2018,16,24460,A,23332,25729,24615,21713,1380,5911,0,13052,0,495,551,1649,828,-108,-66,1631,830,-112,-74
28-OCT-2018,17,25872,A,24755,26969,25371,23041,1358,5911,84,13052,0,24,16,1942,752,-255,-218,1923,748,-260,-224
28-OCT-2018,18,27026,A,25941,28402,26558,24025,1335,5911,514,13052,0,15,13,1947,749,-390,-371,1922,752,-392,-375
28-OCT-2018,19,28565,A,27526,30069,28140,25447,1334,5911,1030,13052,0,10,10,1996,1044,-393,-501,1972,1055,-389,-501
28-OCT-2018,20,29537,A,28532,31008,29143,26234,1332,5911,1880,13052,0,13,11,1998,1059,-359,-499,1972,1060,-359,-490
28-OCT-2018,21,30099,A,29080,31480,29695,26691,1341,5911,2900,13052,0,14,12,1998,1058,-411,-356,1973,1060,-408,-348
28-OCT-2018,22,30010,A,29024,31324,29636,26567,1350,5911,3820,13052,0,11,10,1998,1058,-355,-348,1972,1060,-352,-347
28-OCT-2018,23,29894,A,28957,31228,29572,26364,1357,5911,4610,13052,0,11,15,1998,1059,-405,-318,1972,1060,-405,-314
28-OCT-2018,24,29389,A,28422,30733,29033,25860,1364,5911,5080,13052,0,14,10,1998,1059,-413,-317,1972,1060,-412,-320
28-OCT-2018,25,29221,A,28280,30710,28896,25691,1342,5911,5470,13052,0,11,13,1998,1059,-413,-465,1972,1060,-411,-468
28-OCT-2018,26,29289,A,27846,30833,28459,25725,1319,5911,5500,13052,0,12,10,1998,1059,-397,-535,1972,1059,-394,-530
28-OCT-2018,27,29760,A,28605,31308,29356,26179,1292,5911,5110,13052,0,7,150,1998,1003,-406,-535,1972,1002,-403,-530
28-OCT-2018,28,29984,A,29143,31532,29907,26389,1265,5911,4350,13052,0,6,159,1998,1000,-406,-536,1972,1001,-404,-530
28-OCT-2018,29,30233,A,29361,31788,30127,26659,1231,5911,4610,13052,0,6,160,1998,1001,-413,-536,1973,1001,-412,-530
28-OCT-2018,30,30584,A,29651,32140,30418,27009,1197,5911,3390,13052,0,7,161,1998,1000,-413,-536,1972,1001,-412,-531
28-OCT-2018,31,30993,A,30077,32549,30843,27411,1148,5911,3280,13052,0,7,166,1998,1001,-413,-536,1972,1001,-412,-530
28-OCT-2018,32,31537,A,30612,33091,31230,27908,1098,5911,2860,13052,0,7,18,1998,1000,-413,-534,1972,1001,-411,-528
28-OCT-2018,33,32677,A,31667,34133,32279,28969,1034,5911,2070,13052,0,7,10,1998,1000,-401,-448,1972,1001,-400,-438
28-OCT-2018,34,34131,A,33297,35572,33917,30353,970,5911,1200,13052,0,8,12,1999,1000,-405,-428,1972,1001,-404,-431
28-OCT-2018,35,35861,A,35046,37423,35668,31938,953,5911,331,13052,0,17,21,1998,1000,-413,-532,1972,1001,-412,-528
28-OCT-2018,36,37691,A,36907,39252,37529,33545,936,5911,18,13052,0,19,14,1998,1000,-407,-535,1973,1002,-405,-530
28-OCT-2018,37,40357,A,39468,41913,40088,35992,933,5911,0,13052,0,16,17,1998,1055,-404,-536,1972,1060,-403,-530
28-OCT-2018,38,40669,A,39604,42233,40226,36280,929,5911,0,13052,0,15,22,1999,1059,-413,-536,1972,1060,-411,-530
28-OCT-2018,39,39862,A,38809,41421,39424,35635,945,5911,0,13052,0,11,15,1999,1059,-413,-535,1973,1060,-412,-530
28-OCT-2018,40,39236,A,38217,40795,38832,35061,961,5911,0,13052,0,10,15,1998,1058,-413,-536,1972,1060,-412,-530
28-OCT-2018,41,38294,A,37275,39854,37892,34255,974,5911,0,13052,0,11,10,1998,1059,-413,-536,1973,1060,-412,-530
28-OCT-2018,42,37152,A,36013,38714,36626,33217,986,5911,0,13052,0,14,15,1998,1058,-413,-535,1973,1060,-412,-530
28-OCT-2018,43,35978,A,34787,37546,35406,32145,1011,5911,0,13052,0,19,16,1999,1059,-413,-536,1972,1060,-412,-530
28-OCT-2018,44,34775,A,33636,36333,34252,31198,1035,5911,0,13052,0,12,15,1998,1058,-413,-533,1972,1059,-412,-527
28-OCT-2018,45,33337,A,32162,34803,32778,29942,1062,5911,0,13052,0,11,12,1998,1003,-413,-442,1972,1001,-412,-433
28-OCT-2018,46,31538,A,30282,32958,30895,28348,1088,5911,0,13052,0,10,11,1992,1000,-379,-431,1957,1001,-375,-432
28-OCT-2018,47,29746,A,28491,31214,29111,26764,1110,5911,0,13052,0,14,21,935,1000,-342,-512,885,1001,-341,-510
28-OCT-2018,48,28146,A,26865,29694,27485,25247,1131,5911,0,13052,0,17,20,875,1000,-412,-519,888,1001,-411,-516
28-OCT-2018,49,26426,A,25145,27907,25760,23761,1141,5911,0,13052,0,81,74,1880,952,-345,-455,1876,952,-337,-445
28-OCT-2018,50,25510,A,24257,26639,24869,22992,1151,5911,0,13052,0,14,12,1905,950,-211,-304,1875,951,-208,-295
29-OCT-2018,1,25205,A,23916,26264,24531,22807,1153,5911,0,13052,0,14,11,1802,906,-293,-152,1777,905,-297,-145
29-OCT-2018,2,25507,A,24231,26506,24843,23169,1154,5911,0,13052,0,25,11,1801,903,-356,-18,1777,904,-354,-16
29-OCT-2018,3,25257,A,23947,26290,24635,23010,1154,5911,0,13052,0,86,88,1801,903,-347,0,1777,904,-347,0
29-OCT-2018,4,24787,A,23454,25858,24143,22609,1153,5911,0,13052,0,95,102,1801,903,-376,0,1777,904,-370,0
29-OCT-2018,5,24413,A,23168,25398,23867,22273,1152,5911,0,13052,0,144,155,1801,904,-241,0,1777,904,-235,0
29-OCT-2018,6,24239,A,23026,25696,24441,22102,1150,5911,0,13052,0,631,806,1801,904,-226,0,1777,904,-221,0
29-OCT-2018,7,23942,A,22736,26041,24961,21775,1137,5911,0,13052,0,1403,1555,1801,903,-96,39,1777,904,-91,40
29-OCT-2018,8,23723,A,22540,25831,24769,21531,1123,5911,0,13052,0,1424,1564,1801,904,-84,0,1777,903,-80,0
29-OCT-2018,9,23687,A,22487,25623,24698,21473,1126,5911,0,13052,0,1336,1474,1801,856,39,0,1777,855,43,0
29-OCT-2018,10,24154,A,23001,26231,25222,21920,1129,5911,0,13052,0,1477,1621,1801,853,134,39,1777,855,136,45
29-OCT-2018,11,25150,A,24049,27143,26183,22871,1120,5911,0,13052,0,1393,1534,1820,852,168,184,1801,854,168,189
29-OCT-2018,12,26803,A,25737,28774,27850,24366,1110,5911,0,13052,0,1371,1512,1807,852,167,283,1741,855,169,286
29-OCT-2018,13,30179,A,29155,31391,30611,27461,1117,5911,0,13052,0,605,708,-7,993,263,431,-53,999,264,435
29-OCT-2018,14,32988,A,31933,33708,32817,30043,1124,5911,0,13052,0,15,143,-105,1000,270,504,-124,1001,270,500
29-OCT-2018,15,36022,A,35004,38122,37141,32755,1132,5911,188,13052,0,9,6,-1491,1000,270,504,-1507,1001,269,500
29-OCT-2018,16,37056,A,35806,39189,37944,33573,1140,5911,1110,13052,0,11,10,-1522,1000,270,503,-1504,1001,270,498
29-OCT-2018,17,37767,A,36543,39991,38771,34273,1157,5911,2290,13052,0,10,20,-1614,1056,270,413,-1600,1059,269,404
29-OCT-2018,18,37708,A,36539,39937,38767,34282,1173,5911,3350,13052,0,10,16,-1619,1059,270,321,-1600,1059,269,314
29-OCT-2018,19,37883,A,36604,39908,38636,34286,1166,5911,4260,13052,0,10,17,-1415,964,270,204,-1393,962,269,200
29-OCT-2018,20,37278,A,36007,39297,38034,33682,1159,5911,5150,13052,0,10,17,-1409,958,270,198,-1395,962,270,195
29-OCT-2018,21,36385,A,35136,38516,37275,32794,1197,5911,5820,13052,0,11,16,-1520,1054,270,133,-1507,1059,269,130
29-OCT-2018,22,35791,A,34555,37924,36694,32174,1235,5911,6150,13052,0,10,16,-1523,1058,270,132,-1507,1060,269,130
29-OCT-2018,23,35393,A,34139,37526,36277,31724,1278,5911,6250,13052,0,10,15,-1523,1058,270,133,-1507,1060,270,140
29-OCT-2018,24,35110,A,33907,37243,36045,31441,1321,5911,6330,13052,0,10,14,-1523,1059,270,232,-1507,1060,269,231
29-OCT-2018,25,35344,A,34118,37473,36250,31667,1316,5911,5970,13052,0,6,6,-1523,1002,270,261,-1507,1002,269,259
29-OCT-2018,26,35554,A,34357,37665,36489,31914,1311,5911,5340,13052,0,6,8,-1505,1000,270,215,-1508,1001,269,214
29-OCT-2018,27,35718,A,34487,38364,37121,32066,1291,5911,4960,13052,0,7,8,-2039,1001,270,309,-2017,1001,270,309
29-OCT-2018,28,36045,A,34697,38696,37335,32230,1271,5911,4490,13052,0,9,11,-2042,1001,270,316,-2017,1001,269,316
29-OCT-2018,29,36546,A,35202,39197,37840,32748,1219,5911,3850,13052,0,10,13,-2041,1000,270,418,-2017,1001,270,417
29-OCT-2018,30,37265,A,35867,39915,38503,33427,1166,5911,2850,13052,0,8,11,-2042,1001,270,419,-2017,1000,269,415
29-OCT-2018,31,38075,A,36846,40725,39481,34316,1127,5911,1830,13052,0,8,8,-2042,806,270,385,-2018,799,269,381
29-OCT-2018,32,39640,A,38529,42241,41167,35862,1088,5911,1070,13052,0,13,11,-1988,798,270,348,-1939,798,269,341
29-OCT-2018,33,41032,A,39918,42227,41088,37134,1129,5911,278,13052,0,19,22,-576,943,270,226,-531,950,269,222
29-OCT-2018,34,43039,A,42024,44202,43186,38940,1169,5911,9,13052,4,15,9,-548,950,270,235,-533,952,269,231
29-OCT-2018,35,45536,A,44364,46145,44973,41204,1198,5911,0,13052,113,9,9,448,1055,270,96,466,1059,269,91
29-OCT-2018,36,45758,A,44507,46367,45120,41444,1226,5911,0,13052,118,9,13,479,1058,270,84,464,1060,270,85
29-OCT-2018,37,45406,A,44113,46015,44727,41133,1229,5911,0,13052,62,9,13,186,1059,235,8,176,1060,234,6
29-OCT-2018,38,44879,A,43634,45489,44246,40657,1231,5911,0,13052,4,10,12,171,1059,261,0,177,1060,259,0
29-OCT-2018,39,43936,A,42699,44549,43311,39828,1236,5911,0,13052,0,13,8,735,1059,160,0,741,1060,156,0
29-OCT-2018,40,42446,A,41231,43060,41851,38429,1240,5911,0,13052,0,14,16,761,1059,102,0,738,1060,102,0
29-OCT-2018,41,40826,A,39609,41438,40225,36853,1241,5911,0,13052,0,12,15,11,1059,181,0,-3,1060,183,0
29-OCT-2018,42,38988,A,37766,39609,38383,35242,1241,5911,0,13052,0,11,10,-10,1059,177,0,-48,1059,179,0
29-OCT-2018,43,37126,A,35930,39534,38413,33559,1241,5911,0,13052,0,9,6,-1799,1003,264,0,-1825,1001,265,7
29-OCT-2018,44,34921,A,33701,37420,36186,31573,1240,5911,0,13052,0,11,6,-1888,1000,251,20,-1864,1001,247,21
29-OCT-2018,45,33338,A,31787,35984,34422,29468,1218,5911,0,13052,0,9,6,-2037,1001,138,0,-2017,1001,134,0
29-OCT-2018,46,30651,A,29382,33007,32020,27485,1196,5911,0,13052,0,15,10,-1741,1002,199,0,-1667,1001,203,0
29-OCT-2018,47,28588,A,27380,29206,27996,25674,1164,5911,0,13052,0,18,14,466,1000,170,0,519,1001,163,0
29-OCT-2018,48,27368,A,26253,28055,27068,24590,1132,5911,0,13052,0,87,212,706,1000,37,0,709,1001,33,0
30-OCT-2018,1,26980,A,25846,27755,26813,24265,1140,5911,0,13052,0,93,364,1768,953,-82,0,1766,953,-90,0
30-OCT-2018,2,27085,A,25937,28286,27075,24382,1147,5911,0,13052,0,376,538,1794,952,-225,0,1770,953,-228,0
30-OCT-2018,3,26919,A,25772,28337,27022,24216,1162,5911,0,13052,0,492,650,1896,951,-326,0,1874,953,-331,0
30-OCT-2018,4,26546,A,25362,28622,26966,23824,1176,5911,0,13052,0,1064,1234,1898,952,-412,0,1874,953,-412,-1
30-OCT-2018,5,26065,A,24903,28608,27179,23365,1179,5911,0,13052,0,1530,1676,1899,952,-413,0,1874,953,-412,0
30-OCT-2018,6,25714,A,24543,28246,26807,23005,1181,5911,0,13052,0,1519,1665,1898,952,-413,0,1874,953,-412,0
30-OCT-2018,7,25289,A,24121,27807,26369,22572,1212,5911,0,13052,0,1504,1644,1898,952,-414,0,1874,953,-412,0
30-OCT-2018,8,25005,A,23824,27225,26201,22277,1243,5911,0,13052,0,1232,1496,1921,952,-388,0,1874,953,-382,0
30-OCT-2018,9,24827,A,23660,26898,26029,22161,1248,5911,0,13052,0,1221,1490,683,951,-250,0,646,952,-242,0
30-OCT-2018,10,25098,A,23959,27012,26431,22404,1252,5911,0,13052,0,1214,1599,673,951,-100,0,647,952,-92,0
30-OCT-2018,11,26040,A,24890,28395,27665,23287,1273,5911,0,13052,0,1210,1334,-545,998,24,0,-567,1001,25,0
30-OCT-2018,12,27471,A,26374,29747,29076,24599,1294,5911,0,13052,0,1140,1252,-536,999,17,0,-565,997,16,0
30-OCT-2018,13,30358,A,29375,33342,32719,27302,1278,5911,0,13052,0,386,460,-1942,696,-56,0,-1947,685,-60,0
30-OCT-2018,14,33158,A,32189,36036,34955,29836,1262,5911,0,13052,0,17,141,-2042,682,-154,-65,-2018,681,-159,-74
30-OCT-2018,15,36365,A,35312,39544,37947,32681,1277,5911,16,13052,0,14,11,-2042,621,-304,-219,-2017,619,-309,-224
30-OCT-2018,16,37772,A,36627,41163,39264,33900,1291,5911,198,13052,0,17,12,-2042,619,-410,-322,-2017,618,-409,-324
