"","Year","Sector","End use","variable","Lookup","value"
"1007",2020,"Total","Refrigeration","Heat sold","2020TotalRefrigerationHeat sold",0
"1008",2020,"Total","Other","Heat sold","2020TotalOtherHeat sold",0
"1009",2020,"Total","Transport","Heat sold","2020TotalTransportHeat sold",0
"1010",2020,"Total","Non-heat total","Heat sold","2020TotalNon-heat totalHeat sold",0.0478636250034596
"1011",2020,"Total","Overall total","Heat sold","2020TotalOverall totalHeat sold",1229.39123782896
"1012",2020,"Total","Overall total excluding transport","Heat sold","2020TotalOverall total excluding transportHeat sold",1229.39123782896
"1013",2019,"Domestic","Space heating","Heat sold","2019DomesticSpace heatingHeat sold",260.44
"1016",2019,"Domestic","Heat total","Heat sold","2019DomesticHeat totalHeat sold",260.44
"1017",2019,"Domestic","Lighting and appliances","Heat sold","2019DomesticLighting and appliancesHeat sold",0
"1018",2019,"Domestic","Overall total","Heat sold","2019DomesticOverall totalHeat sold",260.44
"1019",2019,"Service","Space heating","Heat sold","2019ServiceSpace heatingHeat sold",245.003764910784
"1020",2019,"Service","Water heating","Heat sold","2019ServiceWater heatingHeat sold",16.1888254719587
"1021",2019,"Service","Cooking/catering","Heat sold","2019ServiceCooking/cateringHeat sold",0.391699610645484
"1022",2019,"Service","Heat total","Heat sold","2019ServiceHeat totalHeat sold",261.584289993389
"1023",2019,"Service","Computing","Heat sold","2019ServiceComputingHeat sold",0
"1024",2019,"Service","Cooling and ventilation","Heat sold","2019ServiceCooling and ventilationHeat sold",0.0476209946549345
"1025",2019,"Service","Lighting","Heat sold","2019ServiceLightingHeat sold",0
"1026",2019,"Service","Other","Heat sold","2019ServiceOtherHeat sold",37.089788622602
"1027",2019,"Service","Overall total","Heat sold","2019ServiceOverall totalHeat sold",298.721699610645
"1028",2019,"Industry","Space heating","Heat sold","2019IndustrySpace heatingHeat sold",0
"1029",2019,"Industry","High temperature process","Heat sold","2019IndustryHigh temperature processHeat sold",0
"1030",2019,"Industry","Low temperature process","Heat sold","2019IndustryLow temperature processHeat sold",0
"1031",2019,"Industry","Drying/separation","Heat sold","2019IndustryDrying/separationHeat sold",0
"1032",2019,"Industry","Unknown (heat)","Heat sold","2019IndustryUnknown (heat)Heat sold",700.02
"1033",2019,"Industry","Heat total","Heat sold","2019IndustryHeat totalHeat sold",700.02
"1034",2019,"Industry","Motors","Heat sold","2019IndustryMotorsHeat sold",0
"1035",2019,"Industry","Compressed air","Heat sold","2019IndustryCompressed airHeat sold",0
"1036",2019,"Industry","Lighting","Heat sold","2019IndustryLightingHeat sold",0
"1037",2019,"Industry","Refrigeration","Heat sold","2019IndustryRefrigerationHeat sold",0
"1038",2019,"Industry","Other","Heat sold","2019IndustryOtherHeat sold",0
"1039",2019,"Industry","Overall total","Heat sold","2019IndustryOverall totalHeat sold",700.02
"1040",2019,"Transport","Non-heat purposes","Heat sold","2019TransportNon-heat purposesHeat sold",0
"1041",2019,"Total","Space heating","Heat sold","2019TotalSpace heatingHeat sold",505.443764910784
"1042",2019,"Total","Water heating","Heat sold","2019TotalWater heatingHeat sold",16.1888254719587
"1043",2019,"Total","Cooking/catering","Heat sold","2019TotalCooking/cateringHeat sold",0.391699610645484
"1044",2019,"Total","Process use","Heat sold","2019TotalProcess useHeat sold",0
"1045",2019,"Total","Drying/separation","Heat sold","2019TotalDrying/separationHeat sold",0
"1046",2019,"Total","Unknown (heat)","Heat sold","2019TotalUnknown (heat)Heat sold",700.02
"1047",2019,"Total","Heat total","Heat sold","2019TotalHeat totalHeat sold",1222.04428999339
"1048",2019,"Total","Computing","Heat sold","2019TotalComputingHeat sold",0
"1049",2019,"Total","Cooling and ventilation","Heat sold","2019TotalCooling and ventilationHeat sold",0.0476209946549345
"1050",2019,"Total","Lighting and appliances","Heat sold","2019TotalLighting and appliancesHeat sold",0
"1051",2019,"Total","Motors","Heat sold","2019TotalMotorsHeat sold",0
"1052",2019,"Total","Compressed air","Heat sold","2019TotalCompressed airHeat sold",0
"1053",2019,"Total","Refrigeration","Heat sold","2019TotalRefrigerationHeat sold",0
"1054",2019,"Total","Other","Heat sold","2019TotalOtherHeat sold",37.089788622602
"1055",2019,"Total","Transport","Heat sold","2019TotalTransportHeat sold",0
"1056",2019,"Total","Non-heat total","Heat sold","2019TotalNon-heat totalHeat sold",37.1374096172569
"1057",2019,"Total","Overall total","Heat sold","2019TotalOverall totalHeat sold",1259.18169961065
"1058",2019,"Total","Overall total excluding transport","Heat sold","2019TotalOverall total excluding transportHeat sold",1259.18169961065
"1059",2018,"Domestic","Space heating","Heat sold","2018DomesticSpace heatingHeat sold",269.86
"1062",2018,"Domestic","Heat total","Heat sold","2018DomesticHeat totalHeat sold",269.86
"1063",2018,"Domestic","Lighting and appliances","Heat sold","2018DomesticLighting and appliancesHeat sold",0
"1064",2018,"Domestic","Overall total","Heat sold","2018DomesticOverall totalHeat sold",269.86
"1065",2018,"Service","Space heating","Heat sold","2018ServiceSpace heatingHeat sold",249.906632461877
"1066",2018,"Service","Water heating","Heat sold","2018ServiceWater heatingHeat sold",16.5127864818055
"1067",2018,"Service","Cooking/catering","Heat sold","2018ServiceCooking/cateringHeat sold",0.391699610645484
"1068",2018,"Service","Heat total","Heat sold","2018ServiceHeat totalHeat sold",266.811118554328
"1069",2018,"Service","Computing","Heat sold","2018ServiceComputingHeat sold",0
"1070",2018,"Service","Cooling and ventilation","Heat sold","2018ServiceCooling and ventilationHeat sold",0.0485739572738128
"1071",2018,"Service","Lighting","Heat sold","2018ServiceLightingHeat sold",0
"1072",2018,"Service","Other","Heat sold","2018ServiceOtherHeat sold",37.832007099044
"1073",2018,"Service","Overall total","Heat sold","2018ServiceOverall totalHeat sold",304.691699610645
"1074",2018,"Industry","Space heating","Heat sold","2018IndustrySpace heatingHeat sold",0
"1075",2018,"Industry","High temperature process","Heat sold","2018IndustryHigh temperature processHeat sold",0
"1076",2018,"Industry","Low temperature process","Heat sold","2018IndustryLow temperature processHeat sold",0
"1077",2018,"Industry","Drying/separation","Heat sold","2018IndustryDrying/separationHeat sold",0
"1078",2018,"Industry","Unknown (heat)","Heat sold","2018IndustryUnknown (heat)Heat sold",700.02
"1079",2018,"Industry","Heat total","Heat sold","2018IndustryHeat totalHeat sold",700.02
"1080",2018,"Industry","Motors","Heat sold","2018IndustryMotorsHeat sold",0
"1081",2018,"Industry","Compressed air","Heat sold","2018IndustryCompressed airHeat sold",0
"1082",2018,"Industry","Lighting","Heat sold","2018IndustryLightingHeat sold",0
"1083",2018,"Industry","Refrigeration","Heat sold","2018IndustryRefrigerationHeat sold",0
"1084",2018,"Industry","Other","Heat sold","2018IndustryOtherHeat sold",0
"1085",2018,"Industry","Overall total","Heat sold","2018IndustryOverall totalHeat sold",700.02
"1086",2018,"Transport","Non-heat purposes","Heat sold","2018TransportNon-heat purposesHeat sold",0
"1087",2018,"Total","Space heating","Heat sold","2018TotalSpace heatingHeat sold",519.766632461877
"1088",2018,"Total","Water heating","Heat sold","2018TotalWater heatingHeat sold",16.5127864818055
"1089",2018,"Total","Cooking/catering","Heat sold","2018TotalCooking/cateringHeat sold",0.391699610645484
"1090",2018,"Total","Process use","Heat sold","2018TotalProcess useHeat sold",0
"1091",2018,"Total","Drying/separation","Heat sold","2018TotalDrying/separationHeat sold",0
"1092",2018,"Total","Unknown (heat)","Heat sold","2018TotalUnknown (heat)Heat sold",700.02
"1093",2018,"Total","Heat total","Heat sold","2018TotalHeat totalHeat sold",1236.69111855433
"1094",2018,"Total","Computing","Heat sold","2018TotalComputingHeat sold",0
"1095",2018,"Total","Cooling and ventilation","Heat sold","2018TotalCooling and ventilationHeat sold",0.0485739572738128
"1096",2018,"Total","Lighting and appliances","Heat sold","2018TotalLighting and appliancesHeat sold",0
"1097",2018,"Total","Motors","Heat sold","2018TotalMotorsHeat sold",0
"1098",2018,"Total","Compressed air","Heat sold","2018TotalCompressed airHeat sold",0
"1099",2018,"Total","Refrigeration","Heat sold","2018TotalRefrigerationHeat sold",0
"1100",2018,"Total","Other","Heat sold","2018TotalOtherHeat sold",37.832007099044
"1101",2018,"Total","Transport","Heat sold","2018TotalTransportHeat sold",0
"1102",2018,"Total","Non-heat total","Heat sold","2018TotalNon-heat totalHeat sold",37.8805810563178
"1103",2018,"Total","Overall total","Heat sold","2018TotalOverall totalHeat sold",1274.57169961065
"1104",2018,"Total","Overall total excluding transport","Heat sold","2018TotalOverall total excluding transportHeat sold",1274.57169961065
"1105",2017,"Domestic","Space heating","Heat sold","2017DomesticSpace heatingHeat sold",268.56
"1108",2017,"Domestic","Heat total","Heat sold","2017DomesticHeat totalHeat sold",268.56
"1109",2017,"Domestic","Lighting and appliances","Heat sold","2017DomesticLighting and appliancesHeat sold",0
"1110",2017,"Domestic","Overall total","Heat sold","2017DomesticOverall totalHeat sold",268.56
"1111",2017,"Service","Space heating","Heat sold","2017ServiceSpace heatingHeat sold",240.749685528094
"1112",2017,"Service","Water heating","Heat sold","2017ServiceWater heatingHeat sold",15.9077336744702
"1113",2017,"Service","Cooking/catering","Heat sold","2017ServiceCooking/cateringHeat sold",0.391699610645484
"1114",2017,"Service","Heat total","Heat sold","2017ServiceHeat totalHeat sold",257.04911881321
"1115",2017,"Service","Computing","Heat sold","2017ServiceComputingHeat sold",0
"1116",2017,"Service","Cooling and ventilation","Heat sold","2017ServiceCooling and ventilationHeat sold",0.0467941359671976
"1117",2017,"Service","Lighting","Heat sold","2017ServiceLightingHeat sold",0
"1118",2017,"Service","Other","Heat sold","2017ServiceOtherHeat sold",36.4457866614681
"1119",2017,"Service","Overall total","Heat sold","2017ServiceOverall totalHeat sold",293.541699610645
"1120",2017,"Industry","Space heating","Heat sold","2017IndustrySpace heatingHeat sold",0
"1121",2017,"Industry","High temperature process","Heat sold","2017IndustryHigh temperature processHeat sold",0
"1122",2017,"Industry","Low temperature process","Heat sold","2017IndustryLow temperature processHeat sold",0
"1123",2017,"Industry","Drying/separation","Heat sold","2017IndustryDrying/separationHeat sold",0
"1124",2017,"Industry","Unknown (heat)","Heat sold","2017IndustryUnknown (heat)Heat sold",700.02
"1125",2017,"Industry","Heat total","Heat sold","2017IndustryHeat totalHeat sold",700.02
"1126",2017,"Industry","Motors","Heat sold","2017IndustryMotorsHeat sold",0
"1127",2017,"Industry","Compressed air","Heat sold","2017IndustryCompressed airHeat sold",0
"1128",2017,"Industry","Lighting","Heat sold","2017IndustryLightingHeat sold",0
"1129",2017,"Industry","Refrigeration","Heat sold","2017IndustryRefrigerationHeat sold",0
"1130",2017,"Industry","Other","Heat sold","2017IndustryOtherHeat sold",0
"1131",2017,"Industry","Overall total","Heat sold","2017IndustryOverall totalHeat sold",700.02
"1132",2017,"Transport","Non-heat purposes","Heat sold","2017TransportNon-heat purposesHeat sold",0
"1133",2017,"Total","Space heating","Heat sold","2017TotalSpace heatingHeat sold",509.309685528095
"1134",2017,"Total","Water heating","Heat sold","2017TotalWater heatingHeat sold",15.9077336744702
"1135",2017,"Total","Cooking/catering","Heat sold","2017TotalCooking/cateringHeat sold",0.391699610645484
"1136",2017,"Total","Process use","Heat sold","2017TotalProcess useHeat sold",0
"1137",2017,"Total","Drying/separation","Heat sold","2017TotalDrying/separationHeat sold",0
"1138",2017,"Total","Unknown (heat)","Heat sold","2017TotalUnknown (heat)Heat sold",700.02
"1139",2017,"Total","Heat total","Heat sold","2017TotalHeat totalHeat sold",1225.62911881321
"1140",2017,"Total","Computing","Heat sold","2017TotalComputingHeat sold",0
"1141",2017,"Total","Cooling and ventilation","Heat sold","2017TotalCooling and ventilationHeat sold",0.0467941359671976
"1142",2017,"Total","Lighting and appliances","Heat sold","2017TotalLighting and appliancesHeat sold",0
"1143",2017,"Total","Motors","Heat sold","2017TotalMotorsHeat sold",0
"1144",2017,"Total","Compressed air","Heat sold","2017TotalCompressed airHeat sold",0
"1145",2017,"Total","Refrigeration","Heat sold","2017TotalRefrigerationHeat sold",0
"1146",2017,"Total","Other","Heat sold","2017TotalOtherHeat sold",36.4457866614681
"1147",2017,"Total","Transport","Heat sold","2017TotalTransportHeat sold",0
"1148",2017,"Total","Non-heat total","Heat sold","2017TotalNon-heat totalHeat sold",36.4925807974353
"1149",2017,"Total","Overall total","Heat sold","2017TotalOverall totalHeat sold",1262.12169961065
"1150",2017,"Total","Overall total excluding transport","Heat sold","2017TotalOverall total excluding transportHeat sold",1262.12169961065
"1151",2021,"Domestic","Space heating","Bioenergy & Waste","2021DomesticSpace heatingBioenergy & Waste",865.015832526623
"1152",2021,"Domestic","Water heating","Bioenergy & Waste","2021DomesticWater heatingBioenergy & Waste",261.844167473376
"1153",2021,"Domestic","Cooking/catering","Bioenergy & Waste","2021DomesticCooking/cateringBioenergy & Waste",0
"1154",2021,"Domestic","Heat total","Bioenergy & Waste","2021DomesticHeat totalBioenergy & Waste",1126.86
"1155",2021,"Domestic","Lighting and appliances","Bioenergy & Waste","2021DomesticLighting and appliancesBioenergy & Waste",0
"1156",2021,"Domestic","Overall total","Bioenergy & Waste","2021DomesticOverall totalBioenergy & Waste",1126.86
"1157",2021,"Service","Space heating","Bioenergy & Waste","2021ServiceSpace heatingBioenergy & Waste",991.591917584019
"1158",2021,"Service","Water heating","Bioenergy & Waste","2021ServiceWater heatingBioenergy & Waste",128.392183030408
"1159",2021,"Service","Cooking/catering","Bioenergy & Waste","2021ServiceCooking/cateringBioenergy & Waste",0
"1160",2021,"Service","Heat total","Bioenergy & Waste","2021ServiceHeat totalBioenergy & Waste",1119.98410061443
"1161",2021,"Service","Computing","Bioenergy & Waste","2021ServiceComputingBioenergy & Waste",0
"1162",2021,"Service","Cooling and ventilation","Bioenergy & Waste","2021ServiceCooling and ventilationBioenergy & Waste",0
"1163",2021,"Service","Lighting","Bioenergy & Waste","2021ServiceLightingBioenergy & Waste",0
"1164",2021,"Service","Other","Bioenergy & Waste","2021ServiceOtherBioenergy & Waste",0
"1165",2021,"Service","Overall total","Bioenergy & Waste","2021ServiceOverall totalBioenergy & Waste",1119.98410061443
"1166",2021,"Industry","Space heating","Bioenergy & Waste","2021IndustrySpace heatingBioenergy & Waste",0
"1167",2021,"Industry","High temperature process","Bioenergy & Waste","2021IndustryHigh temperature processBioenergy & Waste",0
"1168",2021,"Industry","Low temperature process","Bioenergy & Waste","2021IndustryLow temperature processBioenergy & Waste",0
"1169",2021,"Industry","Drying/separation","Bioenergy & Waste","2021IndustryDrying/separationBioenergy & Waste",0
"1170",2021,"Industry","Unknown (heat)","Bioenergy & Waste","2021IndustryUnknown (heat)Bioenergy & Waste",1671.57
"1171",2021,"Industry","Heat total","Bioenergy & Waste","2021IndustryHeat totalBioenergy & Waste",1671.57
"1172",2021,"Industry","Motors","Bioenergy & Waste","2021IndustryMotorsBioenergy & Waste",0
"1173",2021,"Industry","Compressed air","Bioenergy & Waste","2021IndustryCompressed airBioenergy & Waste",0
"1174",2021,"Industry","Lighting","Bioenergy & Waste","2021IndustryLightingBioenergy & Waste",0
"1175",2021,"Industry","Refrigeration","Bioenergy & Waste","2021IndustryRefrigerationBioenergy & Waste",0
"1176",2021,"Industry","Other","Bioenergy & Waste","2021IndustryOtherBioenergy & Waste",0
"1177",2021,"Industry","Overall total","Bioenergy & Waste","2021IndustryOverall totalBioenergy & Waste",1671.57
"1178",2021,"Transport","Non-heat purposes","Bioenergy & Waste","2021TransportNon-heat purposesBioenergy & Waste",1463.32
"1179",2021,"Total","Space heating","Bioenergy & Waste","2021TotalSpace heatingBioenergy & Waste",1856.60775011064
"1180",2021,"Total","Water heating","Bioenergy & Waste","2021TotalWater heatingBioenergy & Waste",390.236350503784
"1181",2021,"Total","Cooking/catering","Bioenergy & Waste","2021TotalCooking/cateringBioenergy & Waste",0
"1182",2021,"Total","Process use","Bioenergy & Waste","2021TotalProcess useBioenergy & Waste",0
"1183",2021,"Total","Drying/separation","Bioenergy & Waste","2021TotalDrying/separationBioenergy & Waste",0
"1184",2021,"Total","Unknown (heat)","Bioenergy & Waste","2021TotalUnknown (heat)Bioenergy & Waste",1671.57
"1185",2021,"Total","Heat total","Bioenergy & Waste","2021TotalHeat totalBioenergy & Waste",3918.41410061443
"1186",2021,"Total","Computing","Bioenergy & Waste","2021TotalComputingBioenergy & Waste",0
"1187",2021,"Total","Cooling and ventilation","Bioenergy & Waste","2021TotalCooling and ventilationBioenergy & Waste",0
"1188",2021,"Total","Lighting and appliances","Bioenergy & Waste","2021TotalLighting and appliancesBioenergy & Waste",0
"1189",2021,"Total","Motors","Bioenergy & Waste","2021TotalMotorsBioenergy & Waste",0
"1190",2021,"Total","Compressed air","Bioenergy & Waste","2021TotalCompressed airBioenergy & Waste",0
"1191",2021,"Total","Refrigeration","Bioenergy & Waste","2021TotalRefrigerationBioenergy & Waste",0
"1192",2021,"Total","Other","Bioenergy & Waste","2021TotalOtherBioenergy & Waste",0
"1193",2021,"Total","Transport","Bioenergy & Waste","2021TotalTransportBioenergy & Waste",1463.32
"1194",2021,"Total","Non-heat total","Bioenergy & Waste","2021TotalNon-heat totalBioenergy & Waste",1463.32
"1195",2021,"Total","Overall total","Bioenergy & Waste","2021TotalOverall totalBioenergy & Waste",5381.73410061443
"1196",2021,"Total","Overall total excluding transport","Bioenergy & Waste","2021TotalOverall total excluding transportBioenergy & Waste",3918.41410061443
"1197",2020,"Domestic","Space heating","Bioenergy & Waste","2020DomesticSpace heatingBioenergy & Waste",749.74026362674
"1198",2020,"Domestic","Water heating","Bioenergy & Waste","2020DomesticWater heatingBioenergy & Waste",226.94973637326
"1199",2020,"Domestic","Cooking/catering","Bioenergy & Waste","2020DomesticCooking/cateringBioenergy & Waste",0
"1200",2020,"Domestic","Heat total","Bioenergy & Waste","2020DomesticHeat totalBioenergy & Waste",976.69
"1201",2020,"Domestic","Lighting and appliances","Bioenergy & Waste","2020DomesticLighting and appliancesBioenergy & Waste",0
"1202",2020,"Domestic","Overall total","Bioenergy & Waste","2020DomesticOverall totalBioenergy & Waste",976.69
"1203",2020,"Service","Space heating","Bioenergy & Waste","2020ServiceSpace heatingBioenergy & Waste",991.591917584019
"1204",2020,"Service","Water heating","Bioenergy & Waste","2020ServiceWater heatingBioenergy & Waste",128.392183030408
"1205",2020,"Service","Cooking/catering","Bioenergy & Waste","2020ServiceCooking/cateringBioenergy & Waste",0
"1206",2020,"Service","Heat total","Bioenergy & Waste","2020ServiceHeat totalBioenergy & Waste",1119.98410061443
"1207",2020,"Service","Computing","Bioenergy & Waste","2020ServiceComputingBioenergy & Waste",0
"1208",2020,"Service","Cooling and ventilation","Bioenergy & Waste","2020ServiceCooling and ventilationBioenergy & Waste",0
"1209",2020,"Service","Lighting","Bioenergy & Waste","2020ServiceLightingBioenergy & Waste",0
"1210",2020,"Service","Other","Bioenergy & Waste","2020ServiceOtherBioenergy & Waste",0
"1211",2020,"Service","Overall total","Bioenergy & Waste","2020ServiceOverall totalBioenergy & Waste",1119.98410061443
"1212",2020,"Industry","Space heating","Bioenergy & Waste","2020IndustrySpace heatingBioenergy & Waste",0
"1213",2020,"Industry","High temperature process","Bioenergy & Waste","2020IndustryHigh temperature processBioenergy & Waste",0
"1214",2020,"Industry","Low temperature process","Bioenergy & Waste","2020IndustryLow temperature processBioenergy & Waste",0
"1215",2020,"Industry","Drying/separation","Bioenergy & Waste","2020IndustryDrying/separationBioenergy & Waste",0
"1216",2020,"Industry","Unknown (heat)","Bioenergy & Waste","2020IndustryUnknown (heat)Bioenergy & Waste",1671.57
"1217",2020,"Industry","Heat total","Bioenergy & Waste","2020IndustryHeat totalBioenergy & Waste",1671.57
"1218",2020,"Industry","Motors","Bioenergy & Waste","2020IndustryMotorsBioenergy & Waste",0
"1219",2020,"Industry","Compressed air","Bioenergy & Waste","2020IndustryCompressed airBioenergy & Waste",0
"1220",2020,"Industry","Lighting","Bioenergy & Waste","2020IndustryLightingBioenergy & Waste",0
"1221",2020,"Industry","Refrigeration","Bioenergy & Waste","2020IndustryRefrigerationBioenergy & Waste",0
"1222",2020,"Industry","Other","Bioenergy & Waste","2020IndustryOtherBioenergy & Waste",0
"1223",2020,"Industry","Overall total","Bioenergy & Waste","2020IndustryOverall totalBioenergy & Waste",1671.57
"1224",2020,"Transport","Non-heat purposes","Bioenergy & Waste","2020TransportNon-heat purposesBioenergy & Waste",1463.32
"1225",2020,"Total","Space heating","Bioenergy & Waste","2020TotalSpace heatingBioenergy & Waste",1741.33218121076
"1226",2020,"Total","Water heating","Bioenergy & Waste","2020TotalWater heatingBioenergy & Waste",355.341919403668
"1227",2020,"Total","Cooking/catering","Bioenergy & Waste","2020TotalCooking/cateringBioenergy & Waste",0
"1228",2020,"Total","Process use","Bioenergy & Waste","2020TotalProcess useBioenergy & Waste",0
"1229",2020,"Total","Drying/separation","Bioenergy & Waste","2020TotalDrying/separationBioenergy & Waste",0
"1230",2020,"Total","Unknown (heat)","Bioenergy & Waste","2020TotalUnknown (heat)Bioenergy & Waste",1671.57
"1231",2020,"Total","Heat total","Bioenergy & Waste","2020TotalHeat totalBioenergy & Waste",3768.24410061443
"1232",2020,"Total","Computing","Bioenergy & Waste","2020TotalComputingBioenergy & Waste",0
"1233",2020,"Total","Cooling and ventilation","Bioenergy & Waste","2020TotalCooling and ventilationBioenergy & Waste",0
"1234",2020,"Total","Lighting and appliances","Bioenergy & Waste","2020TotalLighting and appliancesBioenergy & Waste",0
"1235",2020,"Total","Motors","Bioenergy & Waste","2020TotalMotorsBioenergy & Waste",0
"1236",2020,"Total","Compressed air","Bioenergy & Waste","2020TotalCompressed airBioenergy & Waste",0
"1237",2020,"Total","Refrigeration","Bioenergy & Waste","2020TotalRefrigerationBioenergy & Waste",0
"1238",2020,"Total","Other","Bioenergy & Waste","2020TotalOtherBioenergy & Waste",0
"1239",2020,"Total","Transport","Bioenergy & Waste","2020TotalTransportBioenergy & Waste",1463.32
"1240",2020,"Total","Non-heat total","Bioenergy & Waste","2020TotalNon-heat totalBioenergy & Waste",1463.32
"1241",2020,"Total","Overall total","Bioenergy & Waste","2020TotalOverall totalBioenergy & Waste",5231.56410061443
"1242",2020,"Total","Overall total excluding transport","Bioenergy & Waste","2020TotalOverall total excluding transportBioenergy & Waste",3768.24410061443
"1243",2019,"Domestic","Space heating","Bioenergy & Waste","2019DomesticSpace heatingBioenergy & Waste",729.04671690608
"1244",2019,"Domestic","Water heating","Bioenergy & Waste","2019DomesticWater heatingBioenergy & Waste",217.37328309392
"1245",2019,"Domestic","Cooking/catering","Bioenergy & Waste","2019DomesticCooking/cateringBioenergy & Waste",0
"1246",2019,"Domestic","Heat total","Bioenergy & Waste","2019DomesticHeat totalBioenergy & Waste",946.42
"1247",2019,"Domestic","Lighting and appliances","Bioenergy & Waste","2019DomesticLighting and appliancesBioenergy & Waste",0
"1248",2019,"Domestic","Overall total","Bioenergy & Waste","2019DomesticOverall totalBioenergy & Waste",946.42
"1249",2019,"Service","Space heating","Bioenergy & Waste","2019ServiceSpace heatingBioenergy & Waste",885.494898166712
"1250",2019,"Service","Water heating","Bioenergy & Waste","2019ServiceWater heatingBioenergy & Waste",114.654648774181
"1251",2019,"Service","Cooking/catering","Bioenergy & Waste","2019ServiceCooking/cateringBioenergy & Waste",0
"1252",2019,"Service","Heat total","Bioenergy & Waste","2019ServiceHeat totalBioenergy & Waste",1000.14954694089
"1253",2019,"Service","Computing","Bioenergy & Waste","2019ServiceComputingBioenergy & Waste",0
"1254",2019,"Service","Cooling and ventilation","Bioenergy & Waste","2019ServiceCooling and ventilationBioenergy & Waste",0
"1255",2019,"Service","Lighting","Bioenergy & Waste","2019ServiceLightingBioenergy & Waste",0
"1256",2019,"Service","Other","Bioenergy & Waste","2019ServiceOtherBioenergy & Waste",190.920453059106
"1257",2019,"Service","Overall total","Bioenergy & Waste","2019ServiceOverall totalBioenergy & Waste",1191.07
"1258",2019,"Industry","Space heating","Bioenergy & Waste","2019IndustrySpace heatingBioenergy & Waste",0
"1259",2019,"Industry","High temperature process","Bioenergy & Waste","2019IndustryHigh temperature processBioenergy & Waste",0
"1260",2019,"Industry","Low temperature process","Bioenergy & Waste","2019IndustryLow temperature processBioenergy & Waste",0
"1261",2019,"Industry","Drying/separation","Bioenergy & Waste","2019IndustryDrying/separationBioenergy & Waste",0
"1262",2019,"Industry","Unknown (heat)","Bioenergy & Waste","2019IndustryUnknown (heat)Bioenergy & Waste",1703.13
"1263",2019,"Industry","Heat total","Bioenergy & Waste","2019IndustryHeat totalBioenergy & Waste",1703.13
"1264",2019,"Industry","Motors","Bioenergy & Waste","2019IndustryMotorsBioenergy & Waste",0
"1265",2019,"Industry","Compressed air","Bioenergy & Waste","2019IndustryCompressed airBioenergy & Waste",0
"1266",2019,"Industry","Lighting","Bioenergy & Waste","2019IndustryLightingBioenergy & Waste",0
"1267",2019,"Industry","Refrigeration","Bioenergy & Waste","2019IndustryRefrigerationBioenergy & Waste",0
"1268",2019,"Industry","Other","Bioenergy & Waste","2019IndustryOtherBioenergy & Waste",0
"1269",2019,"Industry","Overall total","Bioenergy & Waste","2019IndustryOverall totalBioenergy & Waste",1703.13
"1270",2019,"Transport","Non-heat purposes","Bioenergy & Waste","2019TransportNon-heat purposesBioenergy & Waste",1736.08
"1271",2019,"Total","Space heating","Bioenergy & Waste","2019TotalSpace heatingBioenergy & Waste",1614.54161507279
"1272",2019,"Total","Water heating","Bioenergy & Waste","2019TotalWater heatingBioenergy & Waste",332.027931868101
"1273",2019,"Total","Cooking/catering","Bioenergy & Waste","2019TotalCooking/cateringBioenergy & Waste",0
"1274",2019,"Total","Process use","Bioenergy & Waste","2019TotalProcess useBioenergy & Waste",0
"1275",2019,"Total","Drying/separation","Bioenergy & Waste","2019TotalDrying/separationBioenergy & Waste",0
"1276",2019,"Total","Unknown (heat)","Bioenergy & Waste","2019TotalUnknown (heat)Bioenergy & Waste",1703.13
"1277",2019,"Total","Heat total","Bioenergy & Waste","2019TotalHeat totalBioenergy & Waste",3649.69954694089
"1278",2019,"Total","Computing","Bioenergy & Waste","2019TotalComputingBioenergy & Waste",0
"1279",2019,"Total","Cooling and ventilation","Bioenergy & Waste","2019TotalCooling and ventilationBioenergy & Waste",0
"1280",2019,"Total","Lighting and appliances","Bioenergy & Waste","2019TotalLighting and appliancesBioenergy & Waste",0
"1281",2019,"Total","Motors","Bioenergy & Waste","2019TotalMotorsBioenergy & Waste",0
"1282",2019,"Total","Compressed air","Bioenergy & Waste","2019TotalCompressed airBioenergy & Waste",0
"1283",2019,"Total","Refrigeration","Bioenergy & Waste","2019TotalRefrigerationBioenergy & Waste",0
"1284",2019,"Total","Other","Bioenergy & Waste","2019TotalOtherBioenergy & Waste",190.920453059106
"1285",2019,"Total","Transport","Bioenergy & Waste","2019TotalTransportBioenergy & Waste",1736.08
"1286",2019,"Total","Non-heat total","Bioenergy & Waste","2019TotalNon-heat totalBioenergy & Waste",1927.00045305911
"1287",2019,"Total","Overall total","Bioenergy & Waste","2019TotalOverall totalBioenergy & Waste",5576.7
"1288",2019,"Total","Overall total excluding transport","Bioenergy & Waste","2019TotalOverall total excluding transportBioenergy & Waste",3840.62
"1289",2018,"Domestic","Space heating","Bioenergy & Waste","2018DomesticSpace heatingBioenergy & Waste",681.887696588473
"1290",2018,"Domestic","Water heating","Bioenergy & Waste","2018DomesticWater heatingBioenergy & Waste",203.312303411528
"1291",2018,"Domestic","Cooking/catering","Bioenergy & Waste","2018DomesticCooking/cateringBioenergy & Waste",0
"1292",2018,"Domestic","Heat total","Bioenergy & Waste","2018DomesticHeat totalBioenergy & Waste",885.2
"1293",2018,"Domestic","Lighting and appliances","Bioenergy & Waste","2018DomesticLighting and appliancesBioenergy & Waste",0
"1294",2018,"Domestic","Overall total","Bioenergy & Waste","2018DomesticOverall totalBioenergy & Waste",885.2
